               AR1sum    AR2sum    AR1max    AR2max    AR1xCe    AR2xCe    AR1yCe    AR2yCe
Sample_1141  0.554631  0.191265  0.375722  0.279297 -0.012496 -0.018542  0.058565  0.029408
Sample_1142  0.699076  0.150642  0.174842  0.178980 -0.008435 -0.009196  0.038025  0.124305
Sample_1143  0.776018  0.084457  0.253006  0.036405 -0.013879 -0.011499  0.080783  0.070971
Sample_1144  0.636217  0.075698  0.310555  0.198049 -0.001835 -0.024831  0.052883  0.002834
Sample_1145  0.402293  0.350032  0.462067 -0.021852 -0.007778 -0.024162  0.063865  0.048616
Sample_1146  0.814841 -0.032067  0.175292  0.096244 -0.007343 -0.032491  0.093961  0.002472
Sample_1147  0.876978 -0.161105  0.370710 -0.006816  0.011687 -0.033415  0.095376  0.025711
Sample_1148  0.919721 -0.065151  0.552503 -0.231569  0.014703 -0.034015  0.056273  0.017386
Sample_1149  0.762630  0.110424  0.126367  0.020464 -0.039721 -0.011260  0.087534  0.032471
Sample_1150  0.358208  0.520288  0.458759 -0.092423 -0.008963 -0.063544  0.107157  0.056901
Sample_1151  1.025668 -0.202528  0.368988  0.179046 -0.023712 -0.026665  0.071075  0.014471
Sample_1152  0.367376  0.471181  0.674324 -0.003477 -0.006240 -0.048360  0.038380  0.024941
Sample_1153  0.463533  0.331865  0.397029  0.085617 -0.003878 -0.022212 -0.028933  0.038190
Sample_1154  0.704076  0.220075  0.599082 -0.164654 -0.015351 -0.030337  0.007811  0.009440
Sample_1155  1.154043 -0.246606  0.419404  0.064247 -0.036893 -0.017337  0.079530  0.066068
Sample_1156  0.531364  0.326768  0.635806  0.080098 -0.007756 -0.020795  0.102211  0.016193
Sample_1157  0.381033  0.508342  0.216161  0.137122 -0.010170  0.005734  0.065297  0.035217
Sample_1158  0.970045 -0.099185  0.535171 -0.013609 -0.024484 -0.031960  0.089780  0.060318
Sample_1159  1.034111 -0.180530  0.467584  0.136861  0.005512 -0.053775  0.118271  0.059566
Sample_1160  0.480157  0.434664  0.451602  0.019060 -0.013019 -0.032397  0.053133  0.069236
Sample_1161  0.598086  0.334372 -0.252635  0.253896 -0.002754 -0.028107  0.076173  0.041333
Sample_1162  0.185775  0.553208  0.747992 -0.366102 -0.010800 -0.012348  0.076022  0.044950
Sample_1163  0.326288  0.511792  0.273841  0.345166 -0.006301 -0.067869  0.022423  0.029784
Sample_1164  0.830939  0.017604  0.277591  0.289699 -0.022447 -0.051940  0.112118  0.074140
Sample_1165  0.830169  0.008644  0.611266 -0.026643 -0.008282 -0.079969  0.073452  0.039274
Sample_1166  0.762531  0.083277 -0.161336 -0.082730  0.012286 -0.016504  0.046449  0.138176
Sample_1167  0.553069  0.291421  0.217373  0.551225 -0.001930 -0.020235 -0.058445  0.018518
Sample_1168  0.601065  0.247338  0.021965  0.522619 -0.061871 -0.026656  0.085776  0.073158
Sample_1169  0.588822  0.309554  0.635276 -0.016269 -0.026244 -0.036652  0.066543  0.030558
Sample_1170  0.881454 -0.031041  0.048783  0.055344 -0.039148 -0.019523  0.102580  0.051481
Sample_1171  0.637998  0.164276  0.520331  0.242851 -0.000440 -0.052380  0.099298  0.039882
Sample_1172  0.780301  0.178318  0.142332  0.029491 -0.005436 -0.020538  0.052744 -0.013882
Sample_1173  0.509206  0.253421  0.495136 -0.032962 -0.065373 -0.010618  0.199531  0.107064
Sample_1174  0.711379  0.019572 -0.088974  0.046980 -0.015179 -0.024150  0.068628  0.026839
Sample_1175  0.330386  0.548341  0.307254  0.248479 -0.009468 -0.062029  0.098901  0.045617
Sample_1176  1.051477 -0.185965  0.666556 -0.050504 -0.081404 -0.009572  0.215930  0.103650
Sample_1177  0.992603 -0.085057  0.197900  0.390909 -0.049512  0.012701  0.044455  0.069038
Sample_1178  0.747723  0.092774  0.067040  0.145349  0.124422 -0.052674  0.001974  0.150660
Sample_1179  0.636818  0.169488 -0.303764 -0.340831 -0.014648 -0.017062  0.109061  0.039810
Sample_1180  0.787317  0.008016  0.199774  0.236090 -0.060439 -0.023227  0.005739  0.066341
Sample_1181  0.819664  0.019307  0.412255 -0.122174  0.001075 -0.028986  0.041654  0.032426
Sample_1182  0.687669  0.084283  0.300475  0.163397  0.016994 -0.060464  0.101422  0.156328
Sample_1183  0.975320 -0.183172  0.452714  0.140548  0.057533 -0.053522  0.126882  0.002473
Sample_1184  0.414185  0.363008  0.066292  0.343910 -0.009684 -0.023624  0.096368  0.090582
Sample_1185  0.551203  0.209296  0.039662  0.296041 -0.006266 -0.010677  0.095018  0.033760
Sample_1186  0.633425  0.229092  0.034911 -0.102966 -0.094146 -0.041565  0.110104  0.113097
Sample_1187  0.304589  0.580904  0.383036  0.209212  0.000868 -0.019681  0.225685 -0.038331
Sample_1188  0.691061  0.064276  0.757583 -0.185531 -0.025803 -0.024318  0.253367 -0.083682
Sample_1189  0.556793  0.264545  0.028404  0.093291  0.005815 -0.039538  0.033204  0.077130
Sample_1190  0.820595 -0.025195  0.377799  0.199499 -0.001501 -0.031420  0.164896  0.134924
Sample_1191  0.502993  0.374690  0.220023  0.349765 -0.028625 -0.017263  0.010330 -0.024221
Sample_1192  0.434719  0.404558  0.306254  0.245258 -0.011074 -0.015855  0.016325  0.130439
Sample_1193  0.937895 -0.021538  0.300374  0.332966 -0.052854 -0.029820  0.090571  0.157896
Sample_1194  0.422435  0.271393 -0.396460 -0.356389 -0.019374 -0.029831  0.014333  0.131664
Sample_1195  0.670070  0.187537  0.680569 -0.256597  0.002745 -0.060272  0.257753  0.082097
Sample_1196  0.674795  0.236802  0.467112 -0.042563  0.020275 -0.036754 -0.001725  0.087908
Sample_1197  0.780218  0.074316  0.501461  0.222170  0.039674  0.003574  0.036575  0.101520
Sample_1198  1.032895 -0.168023  0.560415  0.043616 -0.033482 -0.031657  0.145907  0.034011
Sample_1199  0.990986 -0.200323  0.270284  0.093665 -0.025852 -0.006326  0.203386  0.006778
Sample_1200  0.802315  0.068001  0.088052  0.073350 -0.060323 -0.023098  0.228507 -0.057238
Sample_1201  1.052163 -0.076229  0.551354 -0.032024 -0.019452 -0.029677  0.073687  0.068712
Sample_1202  0.546901  0.071985  0.231001  0.070440 -0.017274 -0.008888  0.046687  0.008165
Sample_1203  1.036467 -0.162093  0.296031  0.340876 -0.047930 -0.057999  0.124952  0.050225
Sample_1204  0.203220  0.504534  0.252743  0.280178 -0.093495 -0.018395  0.201095 -0.041671
Sample_1205  0.488207  0.330978  0.421077  0.128426 -0.062607 -0.011012  0.149725 -0.006866
Sample_1206  0.606893  0.270155 -0.081678  0.237353 -0.002467 -0.063262 -0.001891  0.075214
Sample_1207  0.890427  0.049008  0.392739  0.270115 -0.044958 -0.040819  0.062989  0.051819
Sample_1208  0.471833  0.269349  0.114184  0.211500  0.005210 -0.041927  0.056024  0.073517
Sample_1209  0.671633  0.119488 -0.178300  0.111107 -0.063792 -0.050694  0.090449  0.007599
Sample_1210  0.683309  0.248616  0.298346  0.167982 -0.046236 -0.027229  0.147424  0.028606
Sample_1211  0.396253  0.317368  0.049981  0.577797 -0.051712 -0.031735  0.135792  0.004154
Sample_1212  0.639383  0.035952  0.256566 -0.119457  0.010540 -0.023839  0.029351  0.015128
Sample_1213  0.946785 -0.108587  0.122957  0.364676 -0.004240 -0.025639  0.087035  0.078760
Sample_1214  0.551754  0.245509  0.105793  0.019259 -0.070357 -0.042253  0.082618  0.009706
Sample_1215  1.071927 -0.228635  0.883833 -0.217064 -0.019184 -0.010721  0.031655  0.006799
Sample_1216  0.749791  0.048622  0.495681 -0.062602  0.088956 -0.020510  0.041565  0.007480
Sample_1217  0.864163 -0.025139  0.433448  0.183258  0.003208 -0.032970  0.048478  0.102411
Sample_1218  0.836309 -0.006958  0.471478 -0.057785 -0.002063 -0.011052 -0.002742  0.002256
Sample_1219  0.873165 -0.062044  0.146551  0.317781 -0.079209 -0.035434  0.133172  0.004274
Sample_1220  0.627767  0.240334  0.245485  0.361858 -0.019701 -0.026449  0.140984  0.016615
Sample_1221  0.599016  0.248170  0.188112  0.154050  0.006933 -0.040096  0.074529  0.141140
Sample_1222  0.719639  0.110559  0.369706  0.191802 -0.011381  0.001738  0.003027 -0.038682
Sample_1223  0.383599  0.286199  0.095528  0.210347 -0.019323 -0.020623  0.065587  0.096513
Sample_1224  0.313083  0.393778  0.805940 -0.111583  0.041753 -0.004940 -0.017335 -0.012155
Sample_1225  0.389000  0.299410  0.265683  0.226045  0.021201 -0.064687  0.082152  0.259577
Sample_1226  0.814403  0.117832  0.607186 -0.083113 -0.009260 -0.051148  0.073858  0.171766
Sample_1227  0.812904  0.120950  0.211132 -0.073910 -0.024771 -0.064880  0.039842  0.181108
Sample_1228  0.544340  0.416309  0.198733  0.019818  0.002991 -0.021889  0.069996  0.074721
Sample_1229  0.767248  0.052149  0.354745  0.253995 -0.009622 -0.014315  0.080820  0.075027
Sample_1230  0.631169  0.185287  0.470402  0.011268  0.071491 -0.011086  0.162626  0.123364
Sample_1231  0.236608  0.591782  0.445503 -0.061859 -0.006914 -0.055991  0.091187  0.188609
Sample_1232  0.567148  0.133764  0.169164  0.232499 -0.046682 -0.450268 -0.123799 -0.771333
Sample_1233  0.587626  0.303536  0.148674  0.144334 -0.011131 -0.093081  0.060574  0.255836
Sample_1234  0.682448  0.129142 -0.649326  0.014207  0.017570 -0.042533  0.177462  0.187011
Sample_1235  0.474604  0.349989  0.141535 -0.014237 -0.075778  0.009358  0.064608  0.122183
Sample_1236  0.550417  0.281744  0.493818 -0.002843 -0.043291 -0.048288  0.088742  0.118543
Sample_1237  1.046751 -0.239737  0.369319  0.052367  0.034821 -0.022192  0.219654  0.056632
Sample_1238  0.591843  0.164090  0.127675  0.165046 -0.028839 -0.041745  0.145105  0.070927
Sample_1239  0.671446  0.206718  0.602264  0.072266 -0.042625 -0.046824  0.067294  0.121402
Sample_1240  1.145112 -0.241285  0.334591 -0.045486 -0.055651 -0.048297  0.148222  0.084583
Sample_1241  0.662097  0.206965  0.294153  0.452981 -0.073885 -0.042875  0.106676  0.057990
Sample_1242  0.746353  0.022504  0.043529  0.507941 -0.011877 -0.055443  0.130164  0.068272
Sample_1243  0.568527  0.266231  0.729406 -0.083241 -0.066301 -0.011370  0.131442 -0.031683
Sample_1244  0.685104  0.200375  0.074914  0.393159  0.017748 -0.060606  0.072871  0.102047
Sample_1245  0.327439  0.615380  0.103592  0.100083 -0.006520 -0.041154  0.057022  0.031191
Sample_1246  0.632404  0.208441  0.213979  0.210292 -0.007966 -0.097876  0.025347  0.181698
Sample_1247  0.520055  0.279910  0.722451 -0.244930 -0.030739 -0.052532  0.101050  0.056498
Sample_1248  0.579776  0.195202  0.552197  0.017143 -0.020061 -0.014213  0.102578  0.028339
Sample_1249  0.646317  0.157419  0.244412  0.160336 -0.034987 -0.006434  0.081296  0.011833
Sample_1250  0.759890  0.113324 -0.256044 -0.072260 -0.044108 -0.010420  0.095866 -0.027276
Sample_1251  0.655420  0.184066  0.045040  0.188276 -0.000568 -0.027463  0.038668  0.097384
Sample_1252  0.683665  0.114579  0.213328  0.152902 -0.083875 -0.048936  0.088224  0.042926
Sample_1253  0.443676  0.402892  0.417277  0.164353 -0.047494 -0.034525  0.144202  0.034539
Sample_1254  0.771092  0.159822  0.122294  0.041571 -0.046617 -0.026727  0.085555  0.042404
Sample_1255  0.801376  0.085094  0.800972 -0.099598 -0.058121 -0.034213  0.132941  0.117485
Sample_1256  0.748666  0.099454  0.240313  0.300848 -0.067223 -0.033836 -0.216820 -0.055861
Sample_1257  0.292362  0.552678 -0.257225  0.255782 -0.066555 -0.012311  0.123993  0.091471
Sample_1258  0.585516  0.241959 -0.023745  0.035672 -0.033530 -0.015517  0.071951  0.044092
Sample_1259  0.560408  0.196284  0.115351  0.027476 -0.035310 -0.027994  0.109636  0.038673
Sample_1260  0.462184  0.396305  0.267050  0.347238 -0.057045 -0.024258  0.153577  0.044697
Sample_1261  0.533585  0.212933  0.063960  0.315102 -0.009193 -0.046353  0.037214  0.125232
Sample_1262  1.421660 -0.464807 -0.106727  0.075034 -0.029085 -0.064023  0.005549  0.024717
Sample_1263  0.595761  0.100047 -0.603697 -0.123931 -0.068899 -0.053268  0.105691  0.075461
Sample_1264  0.431847  0.441856  0.411942  0.098103 -0.053294 -0.019257  0.114014  0.045001
Sample_1265  1.343463 -0.376382  0.370026 -0.273957 -0.028497 -0.054909  0.068856  0.122446
Sample_1266  0.382534  0.293791  0.544782 -0.070064  0.022827 -0.011996  0.108926 -0.036581
Sample_1267  0.512600  0.277788  0.383777  0.181804 -0.009085 -0.032532  0.079016  0.026200
Sample_1268  0.947568 -0.013605  0.395480  0.089447 -0.016227  0.092650  0.058642  0.002862
Sample_1269  0.606719  0.227098  0.121295  0.003807 -0.037238 -0.047089  0.066249  0.016013
Sample_1270  0.839389  0.006366  0.544391 -0.149543 -0.036815  0.004115  0.092479  0.120324
Sample_1271  0.609215  0.253471  0.223747  0.352307 -0.002365  0.001601  0.051404  0.066711
Sample_1272  0.628830  0.291505  0.313548  0.245762 -0.001147  0.004995  0.073798  0.022197
Sample_1273  0.732473  0.113187  0.255355  0.018708  0.001572 -0.012575 -0.113047 -0.069000
Sample_1274  0.815481  0.048279  0.408418  0.074384 -0.004807 -0.037683  0.075986 -0.032846
Sample_1275  0.318927  0.506542  0.028822  0.222795 -0.010093 -0.023170 -0.004791 -0.025362
Sample_1276  0.321567  0.441954  0.328122  0.265483  0.011845 -0.018007  0.038373  0.034547
Sample_1277  0.740532  0.083217  0.403091  0.335664 -0.015843 -0.022145  0.026249  0.001169
Sample_1278  0.432058  0.363604  0.137034  0.134950  0.048196 -0.018185  0.045551  0.043527
Sample_1279  0.872790  0.088166  0.250363  0.433004 -0.034737 -0.046781  0.009778  0.075422
Sample_1280  0.703634  0.253419  0.062437  0.095133  0.050929  0.081737 -0.113864 -0.059601
Sample_1281  0.706402  0.167085  0.434581  0.098282 -0.049418 -0.013830  0.104533 -0.052527
Sample_1282  0.867510  0.009069  0.339414  0.353744 -0.029930 -0.035119  0.039758  0.082680
Sample_1283  0.638600  0.216877  0.468635  0.078727  0.073319 -0.099320 -0.021956  0.075175
Sample_1284  0.659576  0.262213  0.193290 -0.038057  0.001318 -0.025466 -0.087228 -0.000467
Sample_1285  0.439649  0.377779 -0.005211 -0.007025  0.053066 -0.047587  0.206053  0.031872
Sample_1286  0.847842 -0.113226  0.513646  0.192168 -0.000624 -0.001366  0.006095  0.010280
Sample_1287  0.763249  0.131689  0.524100  0.037193 -0.019462 -0.069331  0.068110  0.088958
Sample_1288  0.818627  0.027787 -0.432630 -0.158445  0.024255 -0.046148  0.058196  0.047393
Sample_1289  0.563270  0.356625  0.339706  0.222506 -0.003700 -0.005408  0.132881  0.053399
Sample_1290  0.300344  0.427424  0.980335 -0.294076 -0.014171 -0.040363  0.119309  0.035823
Sample_1291  0.846233 -0.005331  0.587571 -0.151165 -0.010137 -0.020235  0.073292  0.045945
Sample_1292  0.788018  0.022012  0.711960 -0.082706 -0.049974 -0.016741  0.059282  0.047148
Sample_1293  0.953121 -0.043731  0.754935 -0.060238 -0.026689 -0.010623  0.051204  0.028044
Sample_1294  1.010220 -0.125359  0.419813  0.011024  0.023022 -0.027933 -0.022095 -0.040438
Sample_1295  0.603394  0.222817 -0.184237 -0.084342 -0.010155 -0.017512  0.031929  0.003701
Sample_1296  0.985517 -0.180973  0.375394  0.297487  0.005046 -0.014850  0.131812  0.035087
Sample_1297  0.462187  0.364527  0.327929  0.229764 -0.036778 -0.043228  0.050147  0.134900
Sample_1298  0.236848  0.525437  0.561146 -0.010991  0.004681 -0.028260  0.065951  0.027875
Sample_1299  0.916810 -0.012918  0.885703 -0.358996 -0.011147 -0.015872  0.016258  0.048150
Sample_1300  0.856186 -0.008299  0.530651 -0.044625  0.019106 -0.014665  0.043085  0.028380
Sample_1301  0.933686  0.017732  0.389524  0.248028  0.095451 -0.053203  0.136198  0.061536
Sample_1302  0.798714 -0.019096  0.245242  0.288230 -0.100421 -0.056810  0.088490  0.057280
Sample_1303  0.724398  0.029966  0.240540  0.469633  0.008150 -0.021206  0.111386  0.027086
Sample_1304  0.658412  0.253710  0.278124  0.078853 -0.023341 -0.040369  0.101548  0.097667
Sample_1305  0.868760 -0.030551  0.043843  0.552120 -0.011137 -0.049415  0.050047  0.031201
Sample_1306  1.247523 -0.303390  0.686163 -0.084111 -0.001313 -0.008660  0.041951  0.011132
Sample_1307  0.778258  0.063231 -0.747248 -0.554639  0.025710 -0.044131 -0.029061  0.006858
Sample_1308  0.670083  0.114643  0.347854  0.069343 -0.036635 -0.041273  0.079980  0.047653
Sample_1309  0.936987 -0.112959  0.489809  0.169857  0.004330 -0.026763  0.120778  0.067899
Sample_1310  0.699009  0.080816  0.685365 -0.123502 -0.090384 -0.019512  0.070157  0.109965
Sample_1311  0.770681  0.090372  0.842986 -0.216507  0.020865 -0.022166  0.048583  0.188653
Sample_1312  0.753211  0.107808  0.744439 -0.160266  0.003155 -0.025395  0.076253  0.043462
Sample_1313  0.751017  0.085865  0.308666  0.207077  0.019793  0.030052  0.072735  0.043757
Sample_1314  0.414061  0.380483  0.516250 -0.207662  0.025107 -0.010903  0.107163  0.055103
Sample_1315  0.483266  0.333088  0.073208  0.089741  0.010188 -0.010295  0.067766  0.050929
Sample_1316  0.979429 -0.116016  0.158549 -0.079160 -0.034218  0.069893  0.061502  0.032549
Sample_1317  1.009006 -0.095215  0.505362  0.227261  0.048697 -0.009485  0.054794  0.023274
Sample_1318  0.745190  0.116671  0.050706 -0.174958 -0.019418 -0.010636  0.181167 -0.051281
Sample_1319  0.884178 -0.075067  0.380025  0.324391  0.044652 -0.015112  0.046663  0.056871
Sample_1320  0.590714  0.157479  0.529534  0.054418  0.002350 -0.008741  0.078499  0.039403
Sample_1321  0.774822  0.115388  0.567600 -0.209901  0.019554  0.007130  0.101275  0.046384
Sample_1322  0.604428  0.116298  0.468291  0.060223 -0.006871  0.009027  0.118084 -0.008858
Sample_1323  0.833548  0.052231  0.400652  0.024769  0.096965 -0.018667  0.094258 -0.004386
Sample_1324  0.834929 -0.093368  0.261505  0.030221  0.006708 -0.001602  0.056758  0.012318
Sample_1325  0.460199  0.216261 -0.409372 -0.216306  0.038275 -0.010341  0.114434 -0.018660
Sample_1326  0.704971  0.184942  0.422875 -0.003281  0.011802  0.000475  0.034843  0.059078
Sample_1327  0.555566  0.185780  0.583763 -0.147941  0.029335  0.024922  0.039035  0.052197
Sample_1328  0.937153 -0.032501  0.287308  0.324260 -0.003182 -0.047918  0.099956  0.079466
Sample_1329  0.701043  0.111468  0.335161  0.227072  0.008320  0.014290  0.077033  0.036167
Sample_1330  0.347409  0.340478  0.272982 -0.069903  0.009402 -0.002477  0.116353 -0.037481
Sample_1331  0.650203  0.220258  0.163085  0.510975 -0.040103  0.009622  0.090247  0.067925
Sample_1332  0.955552 -0.053603  0.389776  0.253386 -0.034201  0.001187  0.149515  0.029741
Sample_1333  0.958392 -0.112276  0.566468 -0.174584  0.000506 -0.025036  0.124858  0.056258
Sample_1334  0.769059  0.095421  0.285135  0.074992 -0.075055 -0.012976  0.275530 -0.073637
Sample_1335  0.930414 -0.085976  0.110803  0.308231 -0.031233 -0.067583  0.120844  0.158689
Sample_1336  0.512654  0.322871  0.370142  0.054589  0.014176 -0.089835  0.054858  0.186834
Sample_1337  0.814050 -0.042836  0.598914 -0.252134 -0.030253 -0.003301 -0.064636  0.014430
Sample_1338  0.820916  0.121769  0.366113  0.077754 -0.009269 -0.052716  0.007679  0.048180
Sample_1339  0.315754  0.419455  0.110777 -0.216994 -0.031411 -0.027860  0.070662  0.027381
Sample_1340  1.213431 -0.347882  0.242876  0.264953 -0.007446 -0.022886  0.158413  0.044817
Sample_1341  0.791876  0.034416  0.227244  0.225198  0.032886  0.035701 -0.083410 -0.005269
Sample_1342  0.549462  0.320182  0.733946 -0.082215  0.092191 -0.032424 -0.166707 -0.037484
Sample_1343  1.133821 -0.282619  0.652556 -0.025744 -0.006286 -0.044677  0.117141  0.202509
Sample_1344  0.775109  0.103002  0.484577 -0.141294 -0.050914 -0.029029  0.005647  0.024684
Sample_1345  0.899635 -0.167188  0.576469  0.003547 -0.061785 -0.024978  0.115241  0.207692
Sample_1346  1.031991 -0.135592  0.326312  0.208548 -0.046634  0.004100  0.101707  0.072765
Sample_1347  0.292858  0.578046  0.305569  0.158200 -0.001869 -0.071457  0.057247  0.193009
Sample_1348  0.422742  0.388582 -0.096181  0.156211 -0.063110 -0.024037  0.469081 -0.178898
Sample_1349  0.821138 -0.080174  0.619859 -0.121504 -0.006313 -0.013043  0.216484  0.020237
Sample_1350  0.761241  0.057673  0.508562  0.055303  0.013889 -0.007012  0.099017  0.013588
Sample_1351  1.093465 -0.266435  0.353354  0.092310 -0.011136 -0.114729  0.090554  0.295447
Sample_1352  0.755913  0.035845  0.051984  0.020196  0.056409 -0.015368 -0.031295 -0.021075
Sample_1353  0.629516  0.222832  0.172053  0.250564 -0.034894 -0.041131  0.106840  0.160889
Sample_1354  0.633125  0.216087  0.064515  0.100802  0.001376 -0.040328  0.112849  0.232905
Sample_1355  1.073002 -0.162481  0.349833  0.350271 -0.081883 -0.032319  0.330538 -0.005547
Sample_1356  0.766655 -0.039693  0.341046  0.060872 -0.033484  0.023896  0.111728  0.124248
Sample_1357  0.880521 -0.057792  0.280201  0.142699 -0.068422 -0.023287  0.180543  0.059478
Sample_1358  0.781891  0.072795 -0.438557 -0.225402  0.007665 -0.014939  0.091570  0.127060
Sample_1359  0.312562  0.639630  0.439505  0.204215 -0.027742  0.004093  0.117619  0.042532
Sample_1360  0.562844  0.090727 -0.029128  0.291309 -0.018145 -0.038453 -0.014945  0.018431
Sample_1361  0.519411  0.294009  0.161880 -0.149968 -0.058760  0.009904  0.049655  0.098826
Sample_1362  0.659257  0.164281  0.994874 -0.422984 -0.025882 -0.014273  0.107336  0.120976
Sample_1363  0.759154 -0.079733  0.443509  0.210859 -0.013691  0.000778  0.140508  0.069447
Sample_1364  1.040818 -0.168389  0.571607 -0.002997 -0.068334 -0.067863  0.149061  0.134355
Sample_1365  1.049377 -0.229391  0.144529 -0.018579  0.035073  0.051992  0.106499  0.003651
Sample_1366  0.607892  0.235275 -0.076640 -0.032741 -0.075259 -0.008312  0.091095  0.079122
Sample_1367  0.740201  0.002407  0.574278 -0.107677  0.099945 -0.015480  0.067062  0.062852
Sample_1368  0.650581 -0.011312  0.132464  0.501925  0.002080 -0.031761  0.018850  0.091211
Sample_1369  0.762073  0.068607  0.489522 -0.058751 -0.015557 -0.029613  0.208776  0.034778
Sample_1370  0.650739  0.122281  0.192282  0.376033 -0.065750 -0.023264  0.087942  0.034142
Sample_1371  0.886394 -0.098182  0.441392 -0.171967  0.043553 -0.051685  0.132229  0.112706
Sample_1372  0.869130 -0.156662  0.559258 -0.062598 -0.091568  0.002489  0.185324  0.016401
Sample_1373  0.761891  0.126808  0.456035 -0.056775 -0.032047 -0.003404  0.000232 -0.009717
Sample_1374  0.816541  0.127704  0.477786  0.059242 -0.056664 -0.032200  0.133485  0.127406
Sample_1375  0.571833  0.230717  0.195439  0.330161 -0.001519 -0.099470  0.079273  0.259298
Sample_1376  0.859166 -0.039008  0.282060  0.211561  0.005553 -0.007074  0.141963  0.120230
Sample_1377  0.606823  0.123878  0.385934  0.225876 -0.045260  0.011110  0.205436 -0.068032
Sample_1378  0.711760 -0.002686  0.095422  0.246163 -0.100409 -0.006042  0.279973 -0.059432
Sample_1379  0.758435  0.112329  0.364122  0.231949 -0.004300 -0.023123  0.206328 -0.027525
Sample_1380  0.616195  0.140917  0.252718  0.095462 -0.048925  0.012827  0.085210  0.076617
Sample_1381  0.544390  0.092733  0.323575  0.100478  0.033988 -0.014710  0.186859 -0.049749
Sample_1382  0.585329  0.143415  0.182573  0.047324  0.098097 -0.039904  0.031356  0.040285
Sample_1383  0.367902  0.529840  0.397960  0.250459 -0.002518 -0.021294 -0.015360  0.000313
Sample_1384  0.409913  0.403700  0.277808  0.108742 -0.022600 -0.042874  0.093508  0.096275
Sample_1385  0.764243 -0.060751  0.235714  0.243503 -0.008545 -0.029968  0.064852  0.144412
Sample_1386  0.585968  0.073311  0.428445  0.087094 -0.039107 -0.057128  0.152646  0.078628
Sample_1387  0.730596 -0.001374  0.305426  0.002536 -0.030460 -0.053924  0.082622  0.182023
Sample_1388  0.607482  0.094242  0.094476  0.415617 -0.014283 -0.057510  0.118207  0.193327
Sample_1389  0.585821  0.162240  0.276915  0.171652 -0.007702 -0.035356  0.152625  0.189750
Sample_1390  0.428810  0.295210 -0.081604  0.307961 -0.028214 -0.042389  0.173504  0.149724
Sample_1391  0.669619 -0.005021  0.232261  0.125371 -0.022474 -0.087388  0.051432  0.225287
Sample_1392  0.431677  0.424271  0.245351  0.187151 -0.002192 -0.027315 -0.101355  0.055703
Sample_1393  0.511200  0.263584  0.054506  0.212551 -0.034313 -0.024586  0.144489 -0.014268
Sample_1394  0.814801  0.115586  0.367115  0.276172 -0.014840 -0.056825  0.125455  0.135305
Sample_1395  0.687123  0.137446  0.575052 -0.176563  0.052227 -0.019482  0.077960  0.093132
Sample_1396  0.628311  0.074492  0.380365  0.128258 -0.023288 -0.037340  0.152162  0.045440
Sample_1397  0.987525 -0.046645  0.105321  0.019022  0.118902 -0.065090  0.211932  0.083229
Sample_1398  0.381546  0.350847  0.111035  0.281449  0.022015 -0.075684 -0.038000  0.139765
Sample_1399  0.806759  0.042825 -0.069293 -0.354688 -0.026420 -0.023129  0.190499  0.022577
Sample_1400  0.061854  0.902073  0.590359  0.015733 -0.065891 -0.039135  0.062852  0.001167
Sample_1401  0.475581  0.240292  0.471640  0.107468  0.014888 -0.022784  0.178166  0.049634
Sample_1402  0.581792  0.293855  0.223566  0.199922 -0.075521 -0.033678  0.287809 -0.051746
Sample_1403  0.881698  0.083223  0.208170  0.351765 -0.056162 -0.033840  0.241731  0.085965
Sample_1404  0.800047  0.127232  0.177031  0.352569 -0.018666 -0.053821  0.146007  0.231459
Sample_1405  0.539377  0.184619  0.116638  0.281632 -0.109274 -0.014509  0.266060  0.167061
Sample_1406  0.749170  0.077583  0.312450  0.125862 -0.005073 -0.036859  0.063568  0.053995
Sample_1407  0.624363  0.190282 -0.547751 -0.282133 -0.045180 -0.013115  0.094716  0.147373
Sample_1408  0.739162  0.152127  0.366009  0.099919 -0.011076 -0.032633 -0.026868 -0.018427
Sample_1409  1.024403 -0.097797  0.254905  0.359569  0.023363 -0.018357  0.117446  0.098452
Sample_1410  0.172864  0.523341  0.352417  0.054779 -0.022675 -0.055347  0.154310  0.132307
Sample_1411  0.947590 -0.127563  0.485436  0.144211 -0.006176 -0.058916  0.074875  0.042870
Sample_1412  1.012874 -0.139244  0.964561 -0.422182 -0.105078 -0.020570  0.157276 -0.057400
Sample_1413  0.629987  0.269591  0.515165  0.227894 -0.061857 -0.040591  0.146224  0.128606
Sample_1414  0.475993  0.314462  0.447224  0.188479 -0.010024 -0.038350  0.035087  0.059711
Sample_1415  0.531626  0.283537  0.565892  0.120777  0.004612 -0.059213  0.061197  0.149424
Sample_1416  0.294541  0.476571  0.146028  0.154761  0.053391 -0.048713  0.098832  0.133795
Sample_1417  0.317690  0.514404 -0.182095  0.082382 -0.028170 -0.023425  0.176315  0.120605
Sample_1418  0.538215  0.286906  0.331305  0.289784 -0.009434 -0.023918  0.033330  0.167065
Sample_1419  0.265404  0.546375  0.424231  0.324639  0.004160 -0.045685  0.071546  0.149158
Sample_1420  0.630794  0.246099  0.648396  0.051824 -0.049961 -0.000823  0.068527  0.102684
Sample_1421  0.424232  0.329204  0.285248  0.180778 -0.000563 -0.036371  0.080001  0.135220
