             0_Absolute energy  0_Area under the curve  0_Autocorrelation  0_Centroid  0_Entropy  0_Mean absolute diff  0_Mean diff  0_Median absolute diff  0_Median diff  0_Negative turning points  0_Neighbourhood peaks  0_Peak to peak distance  0_Positive turning points  0_Signal distance   0_Slope  0_Sum absolute diff  0_Total energy  0_Zero crossing rate
Sample_493        51275.790892               17.655403       51275.790892    0.298022   0.759346              0.471586    -0.361844                0.028601       0.000000                        3.0                    2.0                32.204082                        3.0         121.269402 -0.420576            41.971115    57613.248193                   1.0
Sample_494        52679.037630               18.622182       52679.037630    0.324344   0.811658              0.468701    -0.347713                0.056852       0.000000                       13.0                    2.0                31.000000                       14.0         120.834658 -0.364010            41.714371    59189.929922                   1.0
Sample_495        52773.755470               18.490126       52773.755470    0.318173   0.801394              0.459282    -0.359551                0.032476       0.000000                       13.0                    1.0                32.000000                       13.0         120.991823 -0.378592            40.876084    59296.354461                   1.0
Sample_496        53815.237646               18.658647       53815.237646    0.315455   0.808240              0.495674    -0.365169                0.065014       0.000000                        9.0                    2.0                32.500000                        9.0         122.393814 -0.386178            44.115005    60466.559153                   1.0
Sample_497        48879.980247               16.958237       48879.980247    0.289006   0.741203              0.427119    -0.351901                0.031637       0.000000                        8.0                    1.0                31.493671                       10.0         119.174226 -0.430879            38.013560    54921.326120                   1.0
Sample_498        51742.549971               17.594038       51742.549971    0.298386   0.755452              0.471989    -0.355720                0.033785       0.000000                       10.0                    1.0                32.250000                       11.0         122.254192 -0.426050            42.007002    58137.696597                   1.0
Sample_499        49795.291589               17.403347       49795.291589    0.300988   0.759346              0.467329    -0.352566                0.026520       0.000000                       12.0                    2.0                31.378378                       11.0         121.627038 -0.410477            41.592297    55949.765831                   1.0
Sample_500        50368.194284               18.199015       50368.194284    0.320982   0.806943              0.472850    -0.342697                0.053663       0.000000                       10.0                    2.0                31.653846                       12.0         121.101778 -0.360580            42.083675    56593.476724                   1.0
Sample_501        75284.920614               25.703693       75284.920614    0.424497   0.590377              0.075939    -0.046406                0.000000       0.000000                        8.0                    1.0                 4.896094                        9.0          90.392986 -0.043017             6.758610    84589.798442                   0.0
Sample_502        48730.591466               17.176315       48730.591466    0.288834   0.769616              0.454657    -0.385955                0.076063       0.000000                        7.0                    2.0                34.350000                        7.0         117.822716 -0.422427            40.464475    54753.473557                   1.0
Sample_503        66752.812449               24.250510       66752.812449    0.443663   0.577020              0.091148     0.050682                0.000362       0.000000                        8.0                    1.0                 5.636898                        9.0          92.415045 -0.001911             8.112164    75003.160055                   0.0
Sample_504        54826.987094               18.992729       54826.987094    0.321714   0.800097              0.481388    -0.360438                0.047716       0.000000                        8.0                    2.0                32.078947                        9.0         121.368421 -0.375516            42.843518    61603.356285                   1.0
Sample_505        54482.899141               18.774625       54482.899141    0.314448   0.801394              0.436421    -0.382022                0.041078       0.000000                        8.0                    1.0                34.000000                        8.0         118.744213 -0.390129            38.841455    61216.740608                   1.0
Sample_506        48132.073686               17.107338       48132.073686    0.295842   0.762769              0.456631    -0.348315                0.030476       0.000000                       10.0                    2.0                31.000000                       10.0         120.380849 -0.410760            40.640115    54080.981670                   1.0
Sample_507        51113.257073               17.911327       51113.257073    0.310423   0.787406              0.515873    -0.354557                0.037864       0.000000                       11.0                    1.0                32.444444                       11.0         125.261879 -0.393401            45.912697    57430.625925                   1.0
Sample_508        59335.146174               19.765164       59335.146174    0.320183   0.791120              0.621655    -0.352060                0.103896       0.000000                       15.0                    2.0                33.000000                       16.0         127.576751 -0.392948            55.327272    66668.703566                   1.0
Sample_509        40729.548071               13.361481       40729.548071    0.212977   0.573597              0.444884    -0.377396                0.000000       0.000000                       10.0                    1.0                33.588235                        9.0         120.198633 -0.508795            39.594647    45763.537159                   1.0
Sample_510        42610.536391               14.270737       42610.536391    0.228743   0.617196              0.417165    -0.369181                0.018070       0.000000                       10.0                    1.0                32.857143                       10.0         117.970798 -0.500337            37.127683    47877.007181                   1.0
Sample_511        39714.921717               13.766832       39714.921717    0.230857   0.620619              0.429134    -0.370787                0.029231       0.000000                        4.0                    1.0                33.000000                        4.0         118.366894 -0.480292            38.192916    44623.507547                   1.0
Sample_512        40064.447469               13.826528       40064.447469    0.227513   0.620619              0.417674    -0.368143                0.014286       0.000000                        7.0                    1.0                32.764706                        7.0         117.378801 -0.486126            37.172986    45016.233112                   1.0
Sample_513        37554.432390               13.396639       37554.432390    0.231417   0.620619              0.390563    -0.349051                0.023166       0.000000                        7.0                    1.0                31.065574                        6.0         116.492388 -0.466663            34.760109    42195.991449                   1.0
Sample_514        42288.915505               14.362974       42288.915505    0.235528   0.628805              0.443425    -0.365169                0.028627       0.000000                        7.0                    1.0                32.649123                        9.0         119.811602 -0.489257            39.464869    47515.635398                   1.0
Sample_515        41201.143598               14.030757       41201.143598    0.230107   0.613773              0.440457    -0.369058                0.004141       0.000000                        7.0                    1.0                32.846154                        7.0         119.920396 -0.490454            39.200675    46293.419773                   1.0
Sample_516        41762.247437               14.129234       41762.247437    0.230837   0.613773              0.430547    -0.364436                0.007366       0.000000                        6.0                    1.0                32.450000                        7.0         119.685031 -0.492839            38.318689    46923.873524                   1.0
Sample_517        41251.468405               13.908121       41251.468405    0.227881   0.598681              0.474629    -0.338684                0.000000       0.000000                        4.0                    1.0                31.951220                        5.0         122.093156 -0.494184            42.242005    46349.964500                   1.0
Sample_518        41729.950397               14.137413       41729.950397    0.233154   0.617196              0.410715    -0.351436                0.010507       0.000000                        9.0                    2.0                31.277778                        8.0         119.070473 -0.490388            36.553625    46887.584716                   1.0
Sample_519        38008.708952               13.060894       38008.708952    0.222950   0.582015              0.442241    -0.349407                0.000000       0.000000                        8.0                    1.0                31.097222                        9.0         120.169133 -0.480820            39.359462    42706.414553                   1.0
Sample_520        41629.787054               13.951974       41629.787054    0.226950   0.602104              0.499819    -0.372191                0.001913       0.000000                        5.0                    1.0                33.125000                        4.0         124.122213 -0.497322            44.483882    46775.041634                   1.0
Sample_521        41560.567494               13.952036       41560.567494    0.223891   0.602104              0.419078    -0.357303                0.008197       0.000000                        8.0                    1.0                31.844156                        9.0         118.263365 -0.500715            37.297958    46697.266848                   1.0
Sample_522        40372.000472               13.599518       40372.000472    0.219816   0.586953              0.418085    -0.363162                0.000000       0.000000                        8.0                    0.0                32.321429                       10.0         118.520749 -0.498411            37.209544    45361.798283                   1.0
Sample_523        40232.047225               13.574278       40232.047225    0.219268   0.597223              0.453284    -0.359551                0.022630       0.000000                        5.0                    2.0                32.680851                        6.0         120.356209 -0.498006            40.342298    45204.547444                   1.0
Sample_524        39226.949078               13.415735       39226.949078    0.222220   0.593800              0.415266    -0.345990                0.003297       0.000000                        8.0                    1.0                31.093750                        9.0         117.846737 -0.488894            36.958667    44075.223683                   1.0
Sample_525        45617.806930               14.779293       45617.806930    0.233679   0.624042              0.475738    -0.359551                0.032397       0.000000                        8.0                    1.0                32.896552                        9.0         122.423423 -0.511838            42.340704    51255.962842                   1.0
Sample_526        41125.188434               13.733166       41125.188434    0.219460   0.590377              0.379768    -0.355805                0.001489       0.000000                        6.0                    1.0                31.727273                        7.0         116.414396 -0.503722            33.799390    46208.076893                   1.0
Sample_527        40482.434437               13.463273       40482.434437    0.214791   0.585438              0.496399    -0.362839                0.003131       0.000000                        6.0                    1.0                32.411765                        7.0         122.494505 -0.504721            44.179515    45485.881390                   1.0
Sample_528        38056.975524               13.213977       38056.975524    0.225668   0.586953              0.445988    -0.343574                0.000000       0.000000                        6.0                    2.0                31.404255                        7.0         119.217532 -0.477753            39.692971    42760.646656                   1.0
Sample_529        37720.833986               13.139944       37720.833986    0.230819   0.593800              0.472272    -0.361754                0.002640       0.000000                        9.0                    1.0                32.196078                        8.0         122.349353 -0.469869            42.032251    42382.959535                   1.0
Sample_530        38089.071604               13.499533       38089.071604    0.233882   0.610350              0.441401    -0.337079                0.002334       0.000000                        4.0                    2.0                30.905660                        4.0         121.451794 -0.467308            39.284700    42796.709668                   1.0
Sample_531        37673.499825               13.425744       37673.499825    0.236751   0.613773              0.453862    -0.337079                0.007447       0.000000                        7.0                    1.0                32.181818                        8.0         122.272044 -0.461556            40.393742    42329.775085                   1.0
Sample_532        38326.926780               13.680198       38326.926780    0.245752   0.628805              0.443783    -0.339775                0.011250       0.000000                       11.0                    1.0                30.750000                       12.0         120.904070 -0.454588            39.496723    43063.962674                   1.0
Sample_533        38298.194627               13.525876       38298.194627    0.235980   0.617196              0.425664    -0.360142                0.006578       0.000000                       10.0                    1.0                32.133333                       13.0         118.651195 -0.466094            37.884099    43031.679357                   1.0
Sample_534        38122.062733               13.499131       38122.062733    0.236952   0.620619              0.455555    -0.347132                0.029307       0.000000                       10.0                    1.0                30.894737                       10.0         120.035365 -0.464142            40.544386    42833.778352                   1.0
Sample_535        42688.527440               14.579052       42688.527440    0.252314   0.636928              0.493781    -0.358146                0.012192       0.000000                       10.0                    1.0                32.750000                        8.0         124.107252 -0.470398            43.946553    47964.637573                   1.0
Sample_536        39748.180328               13.937981       39748.180328    0.242820   0.621958              0.457430    -0.340498                0.022759       0.000000                        9.0                    2.0                31.000000                       11.0         121.191397 -0.466438            40.711235    44660.876773                   1.0
Sample_537        39445.647215               14.153738       39445.647215    0.253686   0.648412              0.437422    -0.349719                0.014900       0.000000                       11.0                    1.0                31.125000                       10.0         120.357338 -0.448982            38.930540    44320.951927                   1.0
Sample_538        39989.434849               13.953627       39989.434849    0.239176   0.625382              0.495631    -0.356619                0.048797       0.000000                        2.0                    1.0                31.830508                        3.0         122.186376 -0.471234            44.111127    44931.949268                   1.0
Sample_539        37067.431695               13.159797       37067.431695    0.239661   0.605527              0.484855    -0.348315                0.035714       0.000000                        4.0                    1.0                31.235294                        5.0         121.330722 -0.455378            43.152086    41648.799658                   1.0
Sample_540        43953.345204               14.350183       43953.345204    0.225170   0.605527              0.438865    -0.366105                0.015625       0.000000                       11.0                    2.0                32.583333                       12.0         119.445328 -0.513512            39.059010    49385.781128                   1.0
Sample_541        38614.261870               13.592805       38614.261870    0.236901   0.617196              0.468198    -0.344471                0.005877       0.000000                        8.0                    1.0                31.369863                        9.0         122.326983 -0.467392            41.669597    43386.811090                   1.0
Sample_542        39817.066011               13.940251       39817.066011    0.242233   0.618535              0.480534    -0.352711                0.000463       0.000000                        8.0                    1.0                31.900000                        6.0         123.615813 -0.467301            42.767483    44738.276417                   1.0
Sample_543        40177.950104               14.006657       40177.950104    0.249181   0.621958              0.474364    -0.342992                0.000910       0.000000                        7.0                    0.0                32.562500                        5.0         124.547859 -0.461605            42.218402    45143.764161                   1.0
Sample_544        46307.390466               15.789665       46307.390466    0.259361   0.681173              0.452131    -0.348315                0.028037       0.000000                        7.0                    2.0                31.680000                        7.0         120.487713 -0.473280            40.239663    52030.775805                   1.0
Sample_545        38899.655248               13.778485       38899.655248    0.246203   0.628805              0.443635    -0.349857                0.009037       0.000000                        6.0                    1.0                31.137255                        7.0         120.474358 -0.457333            39.483472    43707.477806                   1.0
Sample_546        41157.763710               14.177070       41157.763710    0.241665   0.625382              0.522748    -0.337079                0.016217       0.000000                        7.0                    1.0                32.666667                        9.0         125.334301 -0.475631            46.524587    46244.678326                   1.0
Sample_547        44651.744279               15.354866       44651.744279    0.265747   0.674605              0.462258    -0.357678                0.011677       0.000000                       11.0                    0.0                31.833333                       10.0         121.615653 -0.458861            41.140950    50170.499190                   1.0
Sample_548        41215.275949               14.187078       41215.275949    0.241506   0.632228              0.459392    -0.356131                0.010602       0.000000                       13.0                    1.0                31.695652                       13.0         121.724299 -0.476400            40.885866    46309.298819                   1.0
Sample_549        44869.064315               15.101620       44869.064315    0.255008   0.651835              0.480192    -0.354964                0.026182       0.000000                        5.0                    1.0                33.117647                        5.0         123.134724 -0.477399            42.737075    50414.679006                   1.0
Sample_550        39194.633497               13.986634       39194.633497    0.250191   0.633505              0.449087    -0.323970                0.007239       0.000000                       10.0                    1.0                30.941176                       12.0         121.617893 -0.453509            39.968726    44038.914041                   1.0
Sample_551        47774.075108               15.597318       47774.075108    0.252191   0.644989              0.452231    -0.359551                0.018018       0.000000                       10.0                    2.0                32.200000                       10.0         122.008650 -0.496591            40.248597    53678.736076                   1.0
Sample_552        40294.563408               14.306189       40294.563408    0.256671   0.651835              0.468581    -0.343055                0.008037       0.000000                        6.0                    1.0                31.666667                        7.0         122.778156 -0.450386            41.703690    45274.790346                   1.0
Sample_553        38431.223768               13.561448       38431.223768    0.232233   0.620619              0.392748    -0.342973                0.015352       0.000000                       10.0                    1.0                31.010638                       12.0         116.248097 -0.471412            34.954549    43181.150301                   1.0
Sample_554        38198.502295               13.648811       38198.502295    0.242877   0.628805              0.476482    -0.348315                0.022575       0.000000                        7.0                    1.0                31.016393                        9.0         122.659411 -0.456640            42.406910    42919.665501                   1.0
Sample_555        42026.699843               14.618041       42026.699843    0.247802   0.658681              0.404497    -0.353933                0.028663       0.000000                       11.0                    2.0                31.500000                       11.0         117.945938 -0.470743            36.000236    47221.011060                   1.0
Sample_556        45287.859870               15.331036       45287.859870    0.257932   0.670100              0.409580    -0.348996                0.034668       0.000000                       11.0                    1.0                31.151899                       12.0         118.433499 -0.474189            36.452580    50885.235809                   1.0
Sample_557        47522.710383               15.854144       47522.710383    0.261040   0.681452              0.399890    -0.359825                0.032867       0.000000                        8.0                    1.0                32.024390                        8.0         117.973340 -0.479652            35.590242    53396.303801                   1.0
Sample_558        47384.994038               16.408738       47384.994038    0.278296   0.722729              0.409339    -0.356273                0.043179       0.000000                        3.0                    1.0                31.708333                        3.0         117.085824 -0.445279            36.431150    53241.566335                   1.0
Sample_559        47373.295832               16.437454       47373.295832    0.283447   0.722729              0.398782    -0.307116                0.026737       0.000000                       13.0                    1.0                29.438356                       14.0         118.645773 -0.438679            35.491563    53228.422283                   1.0
Sample_560        40048.058178               14.561067       40048.058178    0.266983   0.674605              0.404539    -0.316713                0.015027       0.000000                        8.0                    1.0                28.666667                        8.0         117.316038 -0.433285            36.003972    44997.818177                   1.0
Sample_561        41365.745038               14.639051       41365.745038    0.256891   0.666677              0.408552    -0.351124                0.013526       0.000000                        7.0                    1.0                31.407407                        8.0         118.480160 -0.454132            36.361171    46478.365211                   1.0
Sample_562        43434.356036               15.153796       43434.356036    0.256667   0.678028              0.395283    -0.339411                0.031878       0.000000                        8.0                    1.0                30.645161                        9.0         116.931290 -0.463830            35.180171    48802.647232                   1.0
Sample_563        41317.741847               14.470271       41317.741847    0.242257   0.655258              0.416274    -0.373340                0.013242       0.000000                       10.0                    1.0                33.227273                        9.0         117.964348 -0.472687            37.048368    46424.429041                   1.0
Sample_564        41643.392019               14.565865       41643.392019    0.251746   0.655258              0.408088    -0.325843                0.019823       0.000000                        7.0                    2.0                30.506494                        8.0         118.071597 -0.463980            36.319867    46790.328111                   1.0
Sample_565        49118.379528               16.711699       49118.379528    0.280545   0.722729              0.441970    -0.359551                0.062564       0.000000                        5.0                    2.0                32.000000                        5.0         119.533059 -0.450466            39.335319    55189.190481                   1.0
Sample_566        46028.457550               15.600767       46028.457550    0.256673   0.678028              0.388844    -0.351525                0.039629       0.000000                        7.0                    1.0                31.457831                        8.0         116.735739 -0.477582            34.607105    51717.368033                   1.0
Sample_567        42924.779107               14.770509       42924.779107    0.256582   0.658681              0.441179    -0.351995                0.025090       0.000000                        7.0                    1.0                31.327586                        7.0         119.989548 -0.464969            39.264924    48230.088884                   1.0
Sample_568        44419.035267               15.324200       44419.035267    0.257161   0.674605              0.389117    -0.350562                0.032994       0.000000                        6.0                    0.0                31.200000                        5.0         116.401377 -0.468596            34.631434    49909.028390                   1.0
Sample_569        42240.435961               14.654127       42240.435961    0.248528   0.651835              0.417566    -0.356451                0.033510       0.000000                       13.0                    2.0                31.724138                       13.0         117.798388 -0.470994            37.163397    47461.164001                   1.0
Sample_570        43915.762891               14.948890       43915.762891    0.245531   0.658681              0.392624    -0.343993                0.022083       0.000000                       10.0                    1.0                31.081633                       11.0         117.252863 -0.484034            34.943534    49343.553810                   1.0
Sample_571        44769.640386               15.242240       44769.640386    0.260039   0.666677              0.415327    -0.355003                0.019296       0.000000                       13.0                    1.0                31.595238                       12.0         119.263407 -0.468931            36.964130    50302.966726                   1.0
Sample_572        44351.184033               15.598243       44351.184033    0.270000   0.700524              0.398358    -0.344964                0.032283       0.000000                        8.0                    1.0                30.701754                        8.0         116.599186 -0.447154            35.453870    49832.791049                   1.0
Sample_573        40578.530322               14.498176       40578.530322    0.255410   0.666677              0.395908    -0.354093                0.020825       0.000000                        9.0                    1.0                31.514286                        9.0         116.625815 -0.451630            35.235827    45593.854294                   1.0
Sample_574        48254.748067               16.273811       48254.748067    0.268923   0.693678              0.407814    -0.356131                0.017717       0.000000                       11.0                    1.0                31.695652                       10.0         118.809260 -0.467977            36.295419    54218.818053                   1.0
Sample_575        44435.978852               15.615604       44435.978852    0.275147   0.697101              0.446608    -0.337079                0.043588       0.000000                       10.0                    1.0                31.115385                        9.0         119.225238 -0.440880            39.748089    49928.066126                   1.0
Sample_576        43378.052818               15.157585       43378.052818    0.261869   0.674605              0.388406    -0.325843                0.024953       0.000000                        8.0                    2.0                29.876190                        9.0         117.023298 -0.457357            34.568157    48739.385189                   1.0
Sample_577        44463.332681               15.328589       44463.332681    0.260592   0.674605              0.423653    -0.354831                0.024044       0.000000                        9.0                    2.0                31.580000                        9.0         119.174490 -0.464321            37.705156    49958.800765                   1.0
Sample_578        54205.209865               18.001581       54205.209865    0.301115   0.748606              0.508216    -0.379026                0.054271       0.000000                       11.0                    2.0                33.733333                        9.0         124.828306 -0.432095            45.231230    60904.730185                   1.0
Sample_579        53584.726215               17.911447       53584.726215    0.302472   0.748606              0.530174    -0.339326                0.079060       0.000000                       14.0                    1.0                34.000000                       15.0         124.599552 -0.428015            47.185488    60207.557545                   1.0
Sample_580        54660.717670               17.944635       54660.717670    0.288782   0.737780              0.457196    -0.349438                0.046060       0.000000                       12.0                    1.0                32.075472                       13.0         121.171607 -0.456122            40.690421    61416.536708                   1.0
Sample_581        57864.629422               19.196316       57864.629422    0.319213   0.791026              0.575952    -0.352809                0.084641       0.000000                        5.0                    1.0                36.333333                        6.0         127.904117 -0.400395            51.259767    65016.437553                   1.0
Sample_582        58084.553304               18.968857       58084.553304    0.307483   0.761861              0.454882    -0.354414                0.060691       0.000000                       15.0                    2.0                31.542857                       17.0         120.464531 -0.429036            40.484455    65263.543039                   1.0
Sample_583        51792.233609               17.464146       51792.233609    0.295392   0.737780              0.493908    -0.337079                0.053097       0.000000                       12.0                    1.0                32.700000                       14.0         122.784785 -0.434699            43.957816    58193.520909                   1.0
Sample_584        52613.986619               17.725380       52613.986619    0.296271   0.752029              0.516271    -0.355538                0.057572       0.000000                       10.0                    1.0                33.068966                       11.0         123.172705 -0.432550            45.948161    59116.838898                   1.0
Sample_585        61207.214120               20.506063       61207.214120    0.343092   0.838364              0.500103    -0.359551                0.096142       0.000000                        7.0                    1.0                33.187500                        7.0         121.822302 -0.343609            44.509163    68772.150697                   1.0
Sample_586        54245.532224               18.016677       54245.532224    0.293754   0.752029              0.476407    -0.365169                0.056949       0.000000                       11.0                    2.0                32.500000                       10.0         121.320546 -0.443040            42.400266    60950.036206                   1.0
Sample_587        51769.686067               17.743060       51769.686067    0.294848   0.759346              0.456231    -0.351358                0.067403       0.000000                       14.0                    1.0                31.395062                       13.0         119.478102 -0.427298            40.604589    58168.186592                   1.0
Sample_588        51248.010614               17.349041       51248.010614    0.289178   0.734356              0.474996    -0.353308                0.054348       0.000000                        9.0                    1.0                31.500000                       11.0         121.275674 -0.440592            42.274683    57582.034398                   1.0
Sample_589        54919.782076               18.570853       54919.782076    0.307167   0.780560              0.503817    -0.344101                0.058250       0.000000                        8.0                    0.0                32.500000                        7.0         123.582184 -0.412733            44.839703    61707.620310                   1.0
Sample_590        53212.290546               17.861505       53212.290546    0.300568   0.745182              0.483732    -0.327715                0.044552       0.000000                       13.0                    1.0                32.250000                       13.0         122.228592 -0.429168            43.052107    59789.090502                   1.0
Sample_591        55045.350683               18.295446       55045.350683    0.303348   0.759346              0.484663    -0.369716                0.042263       0.000000                        8.0                    1.0                33.095238                        8.0         122.781101 -0.428094            43.135044    61848.708633                   1.0
Sample_592        55644.328919               18.560216       55644.328919    0.301852   0.766576              0.435395    -0.342012                0.037192       0.000000                        7.0                    1.0                31.258065                        8.0         119.598369 -0.428408            38.750168    62521.717887                   1.0
Sample_593        52207.990612               17.954102       52207.990612    0.303201   0.773422              0.484834    -0.374532                0.069300       0.000000                       11.0                    1.0                33.333333                       13.0         121.317568 -0.412604            43.150227    58660.663608                   1.0
Sample_594        55230.310638               18.790405       55230.310638    0.313603   0.787603              0.449813    -0.334582                0.073604       0.000000                       12.0                    1.0                31.480519                       12.0         119.491615 -0.399566            40.033354    62056.528806                   1.0
Sample_595        53207.702943               17.992476       53207.702943    0.309282   0.762769              0.557730    -0.337079                0.089904       0.000000                       12.0                    1.0                34.428571                       12.0         126.475201 -0.412076            49.638014    59783.935891                   1.0
Sample_596        58381.143336               19.442216       58381.143336    0.320331   0.797971              0.501821    -0.364232                0.106676       0.000000                       10.0                    1.0                32.666667                       10.0         121.938094 -0.394739            44.662066    65596.790266                   1.0
Sample_597        52195.483538               17.519451       52195.483538    0.288860   0.730933              0.475872    -0.359551                0.048963       0.000000                        8.0                    1.0                32.333333                        9.0         122.329058 -0.445491            42.352621    58646.610717                   1.0
Sample_598        55136.971169               18.767496       55136.971169    0.315920   0.791026              0.459443    -0.345250                0.065061       0.000000                        9.0                    1.0                31.516667                        9.0         120.901017 -0.395552            40.890432    61951.652998                   1.0
Sample_599        45445.506913               16.200102       45445.506913    0.291991   0.723448              0.511395    -0.339122                0.036364       0.000000                        8.0                    1.0                32.375000                        9.0         123.872363 -0.414660            45.514164    51062.367318                   1.0
Sample_600        56101.376386               18.790322       56101.376386    0.312344   0.780560              0.417330    -0.342848                0.039832       0.000000                       14.0                    1.0                30.952381                       16.0         119.588804 -0.409617            37.142371    63035.254366                   1.0
Sample_601        55316.911725               18.346415       55316.911725    0.300269   0.759346              0.472286    -0.368462                0.051051       0.000000                       14.0                    1.0                32.793103                       15.0         120.874760 -0.433597            42.033433    62153.833399                   1.0
Sample_602        39366.279745               13.848174       39366.279745    0.234788   0.628805              0.459675    -0.368344                0.008190       0.000000                       12.0                    1.0                32.782609                       11.0         121.357480 -0.472769            40.911081    44231.774994                   1.0
Sample_603        40967.083029               14.146113       40967.083029    0.244266   0.621958              0.478079    -0.349117                0.021787       0.000000                        9.0                    1.0                32.000000                       11.0         123.095397 -0.471724            42.548994    46030.430370                   1.0
Sample_604        45026.053468               15.137798       45026.053468    0.256343   0.651835              0.494150    -0.347780                0.016362       0.000000                        8.0                    1.0                32.600000                        6.0         123.908894 -0.476731            43.979355    50591.071313                   1.0
Sample_605        41125.697902               14.454113       41125.697902    0.253468   0.644989              0.465146    -0.346772                0.021648       0.000000                        9.0                    1.0                30.862745                        8.0         121.265159 -0.458573            41.397978    46208.649328                   1.0
Sample_606        41205.190425               14.316088       41205.190425    0.249326   0.640351              0.467090    -0.367275                0.043492       0.000000                        9.0                    1.0                32.687500                        9.0         121.270783 -0.465294            41.571037    46297.966770                   1.0
Sample_607        42323.419965               14.670913       42323.419965    0.251940   0.655258              0.439694    -0.344302                0.048716       0.000000                        8.0                    1.0                31.020408                        9.0         119.341855 -0.467279            39.132765    47554.404455                   1.0
Sample_608        39010.378683               13.784961       39010.378683    0.243639   0.628805              0.512821    -0.349677                0.039884       0.000000                        6.0                    0.0                32.250000                        5.0         124.435460 -0.460510            45.641088    43831.886161                   1.0
Sample_609        42008.539598               14.179907       42008.539598    0.239841   0.620619              0.456796    -0.354869                0.007218       0.000000                        7.0                    1.0                32.020202                        7.0         121.412318 -0.483958            40.654868    47200.606290                   1.0
Sample_610        39356.625910               13.722271       39356.625910    0.240479   0.613773              0.442759    -0.350691                0.003224       0.000000                        8.0                    1.0                31.211538                        7.0         119.419218 -0.467664            39.405527    44220.927989                   1.0
Sample_611        43038.145668               14.940179       43038.145668    0.252516   0.663254              0.411145    -0.344053                0.024066       0.000000                        7.0                    2.0                31.354839                        8.0         118.575262 -0.468806            36.591893    48357.467043                   1.0
Sample_612        40586.435754               14.214940       40586.435754    0.244954   0.639059              0.439946    -0.358587                0.032909       0.000000                        9.0                    2.0                31.914286                       10.0         119.953526 -0.467111            39.155212    45602.736803                   1.0
Sample_613        44517.776728               15.050768       44517.776728    0.253877   0.648412              0.467016    -0.342697                0.029802       0.000000                        6.0                    1.0                32.000000                        6.0         120.946138 -0.476810            41.564464    50019.973851                   1.0
Sample_614        42003.571847               14.319357       42003.571847    0.242865   0.628805              0.438678    -0.362360                0.009980       0.000000                        8.0                    1.0                32.250000                        8.0         120.729202 -0.479148            39.042359    47195.024547                   1.0
Sample_615        40014.341230               14.250434       40014.341230    0.248874   0.651835              0.411721    -0.353230                0.015282       0.000000                        8.0                    1.0                31.437500                        8.0         118.056179 -0.457466            36.643137    44959.933967                   1.0
Sample_616        36859.895742               13.495561       36859.895742    0.231666   0.643775              0.474277    -0.384954                0.017778       0.000000                        6.0                    1.0                34.260870                        5.0         121.177167 -0.458395            42.210640    41415.613193                   1.0
Sample_617        38909.300340               13.740783       38909.300340    0.228955   0.628805              0.438194    -0.386236                0.058242       0.000000                        8.0                    1.0                34.375000                        8.0         118.363784 -0.475643            38.999242    43718.314989                   1.0
