             0_Absolute energy  0_Area under the curve  0_Autocorrelation  0_Centroid  0_Entropy  0_Mean absolute diff  0_Mean diff  0_Median absolute diff  0_Median diff  0_Negative turning points  0_Neighbourhood peaks  0_Peak to peak distance  0_Positive turning points  0_Signal distance   0_Slope  0_Sum absolute diff  0_Total energy  0_Zero crossing rate
Sample_305        70171.638239               17.266798       70171.638239    0.157056   0.608950              0.695797    -0.695797                0.098017      -0.098017                        0.0                    0.0                61.925926                        0.0         130.794623 -0.722312            61.925926    78844.537347                   1.0
Sample_306        75233.790294               18.411284       75233.790294    0.165569   0.640351              0.676615    -0.676615                0.282619      -0.282619                        0.0                    0.0                60.218750                        0.0         126.199914 -0.738452            60.218750    84532.348645                   1.0
Sample_307        71816.064191               17.574736       71816.064191    0.161967   0.602104              0.664201    -0.664201                0.037364      -0.037364                        0.0                    0.0                59.113924                        0.0         127.925644 -0.730083            59.113924    80692.206957                   1.0
Sample_308        64431.363292               16.414343       64431.363292    0.156319   0.593800              0.680899    -0.680899                0.041566      -0.041566                        0.0                    0.0                60.600000                        0.0         130.703891 -0.694448            60.600000    72394.790216                   1.0
Sample_309        65170.543052               16.776465       65170.543052    0.165061   0.605527              0.704213    -0.666332                0.098726      -0.021811                        1.0                    0.0                59.303571                        1.0         131.655495 -0.691654            62.675000    73225.329272                   1.0
Sample_310        61513.038269               15.951125       61513.038269    0.152163   0.593800              0.681648    -0.681648                0.077051      -0.077051                        0.0                    0.0                60.666667                        0.0         129.577532 -0.680165            60.666667    69115.773336                   1.0
Sample_311        66539.843530               16.810780       66539.843530    0.152207   0.613773              0.693187    -0.691635                0.179971      -0.179971                        1.0                    0.0                61.555556                        1.0         127.939609 -0.708323            61.693669    74763.869135                   1.0
Sample_312        64571.746357               16.395854       64571.746357    0.145426   0.613773              0.677200    -0.670412                0.048780      -0.045763                        0.0                    0.0                59.968750                        1.0         129.342339 -0.695564            60.270833    72552.523996                   1.0
Sample_313        75051.019903               17.864088       75051.019903    0.152910   0.613773              0.687890    -0.687890                0.211377      -0.211377                        0.0                    0.0                61.222222                        0.0         127.194722 -0.754503            61.222222    84326.988655                   1.0
Sample_314        77260.601796               18.277812       77260.601796    0.154167   0.632228              0.679364    -0.679364                0.180952      -0.180952                        0.0                    0.0                60.463415                        0.0         126.279596 -0.762061            60.463415    86809.664939                   1.0
Sample_315        67769.239378               17.028520       67769.239378    0.155023   0.613773              0.680508    -0.680508                0.159854      -0.159854                        0.0                    0.0                60.565217                        0.0         128.551774 -0.711996            60.565217    76145.212784                   1.0
Sample_316        71118.367991               17.180033       71118.367991    0.152582   0.593800              0.680515    -0.674402                0.062742       0.000000                        2.0                    0.0                60.021739                        1.0         128.098670 -0.735927            60.565827    79908.278642                   1.0
Sample_317        76503.515928               18.273919       76503.515928    0.157360   0.632228              0.673184    -0.670204                0.245837      -0.245837                        2.0                    0.0                59.648148                        2.0         125.889240 -0.755444            59.913406    85959.006661                   1.0
Sample_318        70142.916165               17.409787       70142.916165    0.154041   0.628805              0.688604    -0.688604                0.187962      -0.187962                        0.0                    0.0                61.285714                        0.0         127.221346 -0.724818            61.285714    78812.265354                   1.0
Sample_319        81425.811946               19.165158       81425.811946    0.166647   0.640351              0.682533    -0.674157                0.155137      -0.098592                        3.0                    0.0                60.000000                        3.0         127.823106 -0.768775            60.745461    91489.676344                   1.0
Sample_320        73324.473828               17.660731       73324.473828    0.157353   0.605527              0.669202    -0.668387                0.036232      -0.007353                        1.0                    0.0                59.486486                        1.0         126.987304 -0.742718            59.558950    82387.049245                   1.0
Sample_321        69553.844777               17.306990       69553.844777    0.157184   0.617196              0.676890    -0.676890                0.202962      -0.202962                        0.0                    0.0                60.243243                        0.0         127.250503 -0.719585            60.243243    78150.387390                   1.0
Sample_322        77373.480859               18.546847       77373.480859    0.160220   0.636928              0.662411    -0.662411                0.195556      -0.195556                        0.0                    0.0                58.954545                        0.0         124.858986 -0.756122            58.954545    86936.495348                   1.0
Sample_323        72025.634332               17.774669       72025.634332    0.159814   0.625382              0.673077    -0.673077                0.209554      -0.209554                        0.0                    0.0                59.903846                        0.0         126.280590 -0.730393            59.903846    80927.679024                   1.0
Sample_324        72527.017177               17.715159       72527.017177    0.158701   0.613773              0.691769    -0.672787                0.054778       0.000000                        2.0                    0.0                59.878049                        3.0         128.510920 -0.734606            61.567409    81491.030535                   1.0
Sample_325        73532.308762               17.676347       73532.308762    0.158124   0.602104              0.678865    -0.663839                0.059259       0.000000                        3.0                    0.0                59.081633                        3.0         128.926905 -0.744180            60.418960    82620.571643                   1.0
Sample_326        82039.802013               19.014952       82039.802013    0.164565   0.632228              0.679126    -0.671792                0.215116      -0.215116                        3.0                    0.0                59.789474                        3.0         125.241432 -0.778964            60.442215    92179.552824                   1.0
Sample_327        79360.317338               18.662084       79360.317338    0.161026   0.628805              0.683989    -0.683989                0.190434      -0.190434                        0.0                    0.0                60.875000                        0.0         127.616494 -0.767258            60.875000    89168.895885                   1.0
Sample_328        72801.743365               17.568956       72801.743365    0.151700   0.617196              0.672571    -0.670760                0.144723      -0.144723                        1.0                    0.0                59.697674                        1.0         126.891362 -0.743824            59.858820    81799.711646                   1.0
Sample_329        76287.574340               18.559224       76287.574340    0.166103   0.640351              0.670997    -0.668747                0.203700      -0.203700                        1.0                    0.0                59.518519                        1.0         125.073939 -0.743964            59.718765    85716.375662                   1.0
Sample_330        76521.917692               18.437160       76521.917692    0.160063   0.636928              0.696007    -0.692135                0.256761      -0.256761                        1.0                    0.0                61.600000                        1.0         127.747535 -0.750354            61.944608    85979.682800                   1.0
Sample_331        73979.190807               18.054387       73979.190807    0.161701   0.628805              0.670100    -0.670100                0.175988      -0.175988                        0.0                    0.0                59.638889                        0.0         126.457412 -0.739056            59.638889    83122.686300                   1.0
Sample_332        75632.706407               18.090350       75632.706407    0.159522   0.613773              0.674463    -0.672795                0.074212      -0.052593                        1.0                    0.0                59.878788                        1.0         127.135395 -0.751660            60.027212    84980.568996                   1.0
Sample_333        75678.688771               17.784144       75678.688771    0.151283   0.605527              0.680046    -0.679775                0.164474      -0.164474                        1.0                    0.0                60.500000                        1.0         127.051805 -0.760919            60.524107    85032.234574                   1.0
Sample_334        63256.644072               15.988043       63256.644072    0.148086   0.582015              0.675378    -0.672484                0.000000       0.000000                        0.0                    0.0                59.851064                        1.0         128.505549 -0.698648            60.108640    71074.880980                   1.0
Sample_335        66218.065737               16.520845       66218.065737    0.149517   0.593800              0.674860    -0.674157                0.015942       0.000000                        1.0                    0.0                60.000000                        1.0         127.802726 -0.710349            60.062500    74402.321053                   1.0
Sample_336        71436.330950               17.880533       71436.330950    0.162620   0.633505              0.694497    -0.683146                0.094374       0.000000                        3.0                    0.0                60.800000                        3.0         129.783243 -0.718107            61.810242    80265.540393                   1.0
Sample_337        65561.227595               17.106380       65561.227595    0.166907   0.635651              0.667174    -0.661985                0.155628      -0.155628                        3.0                    0.0                58.916667                        3.0         127.310874 -0.686648            59.378470    73664.300668                   1.0
Sample_338        69608.397436               17.938878       69608.397436    0.171753   0.651835              0.662172    -0.662172                0.137436      -0.137436                        0.0                    0.0                58.933333                        0.0         126.824846 -0.699339            58.933333    78211.682512                   1.0
Sample_339        60290.467369               16.678239       60290.467369    0.172275   0.648412              0.652287    -0.652287                0.076116      -0.076116                        0.0                    0.0                58.053571                        0.0         127.517771 -0.645685            58.053571    67742.098167                   1.0
Sample_340        66030.812209               17.634453       66030.812209    0.174463   0.652984              0.652288    -0.650281                0.115534      -0.115534                        1.0                    0.0                57.875000                        1.0         127.039320 -0.674007            58.053638    74191.923830                   1.0
Sample_341        72348.702243               18.425803       72348.702243    0.179495   0.651835              0.683161    -0.681782                0.037299      -0.031430                        3.0                    0.0                60.678571                        3.0         130.873987 -0.703431            60.801335    81290.676677                   1.0
Sample_342        66832.459883               17.734504       66832.459883    0.176086   0.663254              0.708448    -0.696629                0.095777      -0.075574                        4.0                    0.0                62.000000                        4.0         131.935539 -0.672759            63.051882    75092.651554                   1.0
Sample_343        69304.315936               17.870516       69304.315936    0.176526   0.640351              0.674157    -0.674157                0.135131      -0.135131                        0.0                    0.0                60.000000                        0.0         129.048465 -0.694724            60.000000    77870.017906                   1.0
Sample_344        73023.903401               18.616015       73023.903401    0.178274   0.666677              0.696724    -0.691011                0.122013      -0.122013                        4.0                    0.0                61.500000                        4.0         130.067470 -0.704365            62.008418    82049.329664                   1.0
Sample_345        69019.981231               17.172918       69019.981231    0.154395   0.617196              0.690033    -0.668539                0.064447       0.000000                        5.0                    0.0                59.500000                        5.0         129.906508 -0.715186            61.412920    77550.540709                   1.0
Sample_346        75087.797035               18.889518       75087.797035    0.172859   0.674605              0.713214    -0.674157                0.114794      -0.102646                        4.0                    0.0                60.000000                        4.0         131.298854 -0.714355            63.476036    84368.311275                   1.0
Sample_347        69044.464852               17.883985       69044.464852    0.172254   0.651835              0.649120    -0.648689                0.186105      -0.186105                        1.0                    0.0                57.733333                        1.0         125.539425 -0.697406            57.771687    77578.050396                   1.0
Sample_348        59441.035813               16.641422       59441.035813    0.177141   0.648412              0.661501    -0.655538                0.055556      -0.030323                        2.0                    0.0                58.342857                        2.0         129.359706 -0.636663            58.873595    66787.680689                   1.0
Sample_349        75740.367720               18.881930       75740.367720    0.174439   0.659830              0.690543    -0.690543                0.152253      -0.152253                        0.0                    0.0                61.458333                        0.0         130.095797 -0.724057            61.458333    85101.536765                   1.0
Sample_350        74203.491388               18.636917       74203.491388    0.171058   0.659830              0.676966    -0.676966                0.180381      -0.180381                        0.0                    0.0                60.250000                        0.0         126.858239 -0.721420            60.250000    83374.709425                   1.0
Sample_351        72386.828334               18.025684       72386.828334    0.168773   0.628805              0.654710    -0.654710                0.130335      -0.130335                        0.0                    0.0                58.269231                        0.0         126.146733 -0.721671            58.269231    81333.514982                   1.0
Sample_352        72418.250687               18.411382       72418.250687    0.171559   0.663254              0.676607    -0.658069                0.212662      -0.186219                        2.0                    0.0                58.568182                        2.0         127.030555 -0.713204            60.218035    81368.820997                   1.0
Sample_353        61819.471248               16.459327       61819.471248    0.172514   0.602104              0.661912    -0.655594                0.012658       0.000000                        3.0                    0.0                58.347826                        3.0         129.755762 -0.663871            58.910183    69460.080054                   1.0
Sample_354        67092.432487               17.572972       67092.432487    0.169842   0.648412              0.695028    -0.685393                0.110813      -0.087898                        2.0                    0.0                61.000000                        1.0         129.512480 -0.684060            61.857450    75384.755603                   1.0
Sample_355       103405.002266               24.263251      103405.002266    0.217728   0.773422              0.718417    -0.718352                0.222823      -0.222823                        1.0                    0.0                63.933333                        1.0         128.786845 -0.745782            63.939147   116185.395805                   1.0
Sample_356        93662.131300               22.999767       93662.131300    0.219011   0.759346              0.681420    -0.681394                0.254433      -0.254433                        1.0                    0.0                60.644068                        1.0         126.264806 -0.712359            60.646414   105238.349775                   1.0
Sample_357        96989.107982               23.696720       96989.107982    0.222207   0.780560              0.807924    -0.686776                0.286165      -0.252185                        2.0                    0.0                61.123077                        3.0         136.796164 -0.709975            71.905232   108976.525823                   1.0
Sample_358       107831.074561               24.818172      107831.074561    0.219055   0.769999              0.710467    -0.704120                0.255258      -0.250232                        2.0                    0.0                62.666667                        2.0         127.239385 -0.760477            63.231570   121158.510743                   1.0
Sample_359       100613.372147               23.847768      100613.372147    0.213543   0.776845              0.704854    -0.702758                0.296603      -0.296603                        2.0                    0.0                62.545455                        2.0         125.609967 -0.744536            62.731975   113048.732749                   1.0
Sample_360        89395.384354               22.460055       89395.384354    0.212311   0.769999              0.743257    -0.724719                0.201532      -0.193628                        5.0                    0.0                64.500000                        6.0         132.944718 -0.694427            66.149880   100444.252084                   1.0
Sample_361        99414.775310               23.915312       99414.775310    0.216975   0.783983              0.685312    -0.685169                0.294294      -0.294294                        1.0                    0.0                60.980000                        1.0         125.833483 -0.728477            60.992724   111701.994730                   1.0
Sample_362       101550.470323               23.908603      101550.470323    0.210814   0.776845              0.703981    -0.688604                0.286050      -0.286050                        5.0                    0.0                61.285714                        5.0         126.916784 -0.753479            62.654326   114101.652049                   1.0
Sample_363       102916.296996               26.914673      102916.296996    0.269638   0.851730              0.890491    -0.692994                0.180254      -0.149432                        4.0                    1.0                61.676471                        3.0         144.532587 -0.527773            79.253657   115636.288760                   1.0
Sample_364        87047.032971               21.888349       87047.032971    0.210494   0.745182              0.685036    -0.683427                0.198953      -0.198953                        2.0                    0.0                60.825000                        2.0         128.111092 -0.701885            60.968173    97805.655024                   1.0
Sample_365        92901.984354               22.849147       92901.984354    0.217514   0.759346              0.669306    -0.662640                0.150274      -0.150274                        4.0                    0.0                59.012500                        5.0         126.815798 -0.713192            59.568257   104384.252083                   1.0
Sample_366        93426.046870               22.825029       93426.046870    0.218240   0.748606              0.687152    -0.680838                0.141182      -0.141182                        4.0                    0.0                60.594595                        3.0         128.930526 -0.716108            61.156541   104973.086370                   1.0
Sample_367        98075.042915               23.320177       98075.042915    0.216110   0.748606              0.721370    -0.708729                0.131957      -0.131290                        3.0                    0.0                63.076923                        4.0         130.983157 -0.738541            64.201970   110196.677433                   1.0
Sample_368        94896.690668               23.343326       94896.690668    0.217553   0.780560              0.678736    -0.676909                0.334835      -0.334835                        1.0                    0.0                60.244898                        1.0         123.661019 -0.712484            60.407529   106625.495133                   1.0
Sample_369        93102.087210               22.741230       93102.087210    0.209395   0.759346              0.686096    -0.686096                0.223632      -0.223632                        0.0                    0.0                61.062500                        0.0         126.558363 -0.725801            61.062500   104609.086753                   1.0
Sample_370       114011.530028               26.565061      114011.530028    0.231445   0.831860              0.768226    -0.709270                0.214517      -0.195465                        2.0                    0.0                63.125000                        2.0         132.699058 -0.717466            68.372079   128102.842728                   1.0
Sample_371        95585.032245               22.862622       95585.032245    0.210595   0.744626              0.709538    -0.707865                0.266587      -0.266587                        2.0                    0.0                63.000000                        2.0         129.435837 -0.737667            63.148871   107398.912634                   1.0
Sample_372       104594.595920               24.583075      104594.595920    0.222517   0.783983              0.693541    -0.688054                0.266793      -0.266793                        1.0                    0.0                61.236842                        2.0         126.208868 -0.741136            61.725161   117522.017888                   1.0
Sample_373        94245.745843               22.650307       94245.745843    0.202619   0.758875              0.689050    -0.684211                0.280299      -0.280299                        2.0                    0.0                60.894737                        2.0         125.941659 -0.745813            61.325413   105894.096453                   1.0
Sample_374        98455.473392               23.907293       98455.473392    0.223693   0.780560              0.702446    -0.695712                0.199469      -0.183351                        3.0                    0.0                61.918367                        3.0         127.768736 -0.711668            62.517668   110624.127407                   1.0
Sample_375        93729.156364               22.981790       93729.156364    0.217241   0.762769              0.707567    -0.704655                0.204145      -0.204145                        3.0                    0.0                62.714286                        3.0         129.969611 -0.711596            62.973437   105313.658836                   1.0
Sample_376       100104.157176               23.930062      100104.157176    0.226512   0.762769              0.691992    -0.690387                0.267927      -0.267927                        2.0                    0.0                61.444444                        1.0         128.236374 -0.720964            61.587324   112476.581097                   1.0
Sample_377        93104.705771               22.867721       93104.705771    0.222166   0.752029              0.684406    -0.680150                0.156669      -0.156669                        3.0                    0.0                60.533333                        4.0         129.340517 -0.706634            60.912110   104612.028957                   1.0
Sample_378        72516.370993               17.751842       72516.370993    0.161255   0.613773              0.693847    -0.692135                0.117431      -0.117431                        1.0                    0.0                61.600000                        1.0         128.554508 -0.731623            61.752419    81479.068531                   1.0
Sample_379        63901.820720               16.362341       63901.820720    0.156427   0.590377              0.659574    -0.659574                0.000000       0.000000                        0.0                    0.0                58.702128                        0.0         126.073209 -0.694100            58.702128    71799.798562                   1.0
Sample_380        65806.172227               16.978980       65806.172227    0.164849   0.617196              0.687312    -0.687312                0.201028      -0.201028                        0.0                    0.0                61.170732                        0.0         127.993350 -0.692074            61.170732    73939.519357                   1.0
Sample_381        72227.943107               17.585807       72227.943107    0.161132   0.605527              0.663118    -0.663118                0.110656      -0.110656                        0.0                    0.0                59.017544                        0.0         126.352092 -0.735089            59.017544    81154.992255                   1.0
Sample_382        74407.228731               17.884129       74407.228731    0.155535   0.613773              0.683323    -0.683323                0.118233      -0.118233                        0.0                    0.0                60.815789                        0.0         126.509949 -0.747235            60.815789    83603.627788                   1.0
Sample_383        75192.353183               17.956555       75192.353183    0.160112   0.602104              0.683294    -0.679775                0.003497       0.000000                        2.0                    0.0                60.500000                        2.0         127.539503 -0.749584            60.813194    84485.790094                   1.0
Sample_384        66288.109420               16.562492       66288.109420    0.158849   0.578591              0.663967    -0.663842                0.000000       0.000000                        1.0                    0.0                59.081967                        1.0         128.184932 -0.707765            59.093094    74481.021820                   1.0
Sample_385        77260.057473               18.325598       77260.057473    0.161075   0.617196              0.700540    -0.696629                0.083147      -0.073507                        2.0                    0.0                62.000000                        1.0         127.895498 -0.757841            62.348032    86809.053340                   1.0
Sample_386        63386.513761               16.071378       63386.513761    0.151162   0.582015              0.685393    -0.685393                0.000000       0.000000                        0.0                    0.0                61.000000                        0.0         128.607978 -0.695083            61.000000    71220.801979                   1.0
Sample_387        71114.347801               17.620116       71114.347801    0.157269   0.625382              0.702265    -0.700140                0.126008      -0.126008                        1.0                    0.0                62.312500                        0.0         128.345829 -0.723626            62.501572    79903.761574                   1.0
Sample_388        61130.824796               15.716972       61130.824796    0.148109   0.582015              0.684981    -0.680979                0.000000       0.000000                        1.0                    0.0                60.607143                        1.0         128.061340 -0.684445            60.963307    68686.319996                   1.0
Sample_389        65795.727329               16.031142       65795.727329    0.145947   0.558277              0.684512    -0.683350                0.000000       0.000000                        1.0                    0.0                60.818182                        1.0         129.719257 -0.716573            60.921565    73927.783516                   1.0
Sample_390        62658.887335               15.622387       62658.887335    0.145948   0.554854              0.670947    -0.670947                0.000000       0.000000                        0.0                    0.0                59.714286                        0.0         128.118599 -0.699682            59.714286    70403.244197                   1.0
Sample_391        69771.528478               17.178401       69771.528478    0.155640   0.602104              0.666854    -0.666854                0.055909      -0.055909                        0.0                    0.0                59.350000                        0.0         125.955201 -0.727192            59.350000    78394.975818                   1.0
Sample_392        66569.246895               16.368546       66569.246895    0.152771   0.570173              0.680121    -0.678821                0.000000       0.000000                        1.0                    0.0                60.415094                        1.0         129.940366 -0.714735            60.530753    74796.906624                   1.0
Sample_393        75611.261959               17.960319       75611.261959    0.158881   0.602104              0.693594    -0.689743                0.138889       0.000000                        1.0                    0.0                61.387097                        1.0         128.602047 -0.753419            61.729831    84956.474111                   1.0
Sample_394        71996.858311               17.123864       71996.858311    0.151029   0.578591              0.691011    -0.691011                0.000000       0.000000                        0.0                    0.0                61.500000                        0.0         128.726161 -0.744286            61.500000    80895.346417                   1.0
Sample_395        74914.650997               17.944274       74914.650997    0.161263   0.605527              0.672513    -0.672513                0.129403      -0.129403                        0.0                    0.0                59.853659                        0.0         127.122512 -0.747252            59.853659    84173.765165                   1.0
Sample_396        63073.227587               16.596705       63073.227587    0.162822   0.613773              0.674636    -0.661116                0.092853       0.000000                        1.0                    0.0                58.839286                        2.0         128.091069 -0.680382            60.042595    70868.795041                   1.0
Sample_397        77868.974243               18.295029       77868.974243    0.161195   0.602104              0.681014    -0.680225                0.016771       0.000000                        1.0                    0.0                60.540000                        1.0         128.106857 -0.761906            60.610239    87493.229486                   1.0
Sample_398        68354.677656               17.487950       68354.677656    0.169689   0.625382              0.687738    -0.683350                0.126371      -0.035231                        2.0                    0.0                60.818182                        2.0         130.128837 -0.700389            61.208668    76803.008602                   1.0
Sample_399        73581.990727               17.496558       73581.990727    0.153344   0.593800              0.715665    -0.699839                0.068452       0.000000                        2.0                    0.0                62.285714                        1.0         129.788849 -0.748115            63.694158    82676.394075                   1.0
Sample_400        78365.968856               18.989397       78365.968856    0.168872   0.643697              0.709593    -0.707865                0.143072      -0.143072                        1.0                    0.0                63.000000                        1.0         131.318218 -0.743096            63.153737    88051.650400                   1.0
Sample_401        80223.254384               20.360419       80223.254384    0.183428   0.737780              0.734273    -0.731742                0.222766      -0.222766                        3.0                    0.0                65.125000                        3.0         129.839027 -0.703438            65.350329    90138.488072                   1.0
Sample_402        86693.428578               21.533721       86693.428578    0.196964   0.748606              0.703493    -0.699586                0.250384      -0.250384                        2.0                    0.0                62.263158                        2.0         127.153738 -0.723196            62.610888    97408.346717                   1.0
Sample_403        99044.562597               23.285935       99044.562597    0.209891   0.748606              0.718441    -0.714732                0.139761      -0.139761                        2.0                    0.0                63.611111                        2.0         129.928608 -0.750429            63.941269   111286.025390                   1.0
Sample_404        99736.698968               23.323510       99736.698968    0.203417   0.752029              0.743462    -0.742978                0.329325      -0.329325                        1.0                    0.0                66.125000                        1.0         129.671729 -0.760198            66.168162   112063.706705                   1.0
Sample_405        86725.275878               21.629489       86725.275878    0.193528   0.766193              0.712830    -0.712830                0.365983      -0.365983                        0.0                    0.0                63.441860                        0.0         125.909685 -0.718496            63.441860    97444.130200                   1.0
Sample_406        77182.909268               19.650181       77182.909268    0.176547   0.715883              0.720506    -0.720506                0.305811      -0.305811                        0.0                    0.0                64.125000                        0.0         128.331624 -0.708793            64.125000    86722.369964                   1.0
Sample_407        84001.579472               20.610762       84001.579472    0.189187   0.708241              0.709137    -0.708361                0.228821      -0.228821                        2.0                    0.0                63.044118                        2.0         130.294562 -0.734166            63.113166    94383.797160                   1.0
Sample_408        79419.565166               20.190117       79419.565166    0.189953   0.719306              0.699519    -0.699064                0.240678      -0.240678                        1.0                    0.0                62.216667                        1.0         128.205743 -0.707717            62.257208    89235.466479                   1.0
Sample_409        86017.267417               21.167760       86017.267417    0.194064   0.733717              0.709384    -0.709384                0.281103      -0.281103                        0.0                    0.0                63.135135                        0.0         127.722121 -0.731039            63.135135    96648.615075                   1.0
Sample_410        92256.600170               21.165425       92256.600170    0.164422   0.733717              0.743931    -0.735955                0.169149      -0.144362                        5.0                    0.0                65.500000                        5.0         131.983228 -0.786166            66.209857   103659.101315                   1.0
Sample_411        81879.048603               20.404095       81879.048603    0.187271   0.719306              0.717306    -0.713994                0.265506      -0.265506                        2.0                    0.0                63.545455                        3.0         128.658963 -0.724033            63.840270    91998.931014                   1.0
Sample_412        77946.579249               20.161103       77946.579249    0.186831   0.741203              0.704744    -0.704744                0.296574      -0.296574                        0.0                    0.0                62.722222                        0.0         127.192072 -0.694889            62.722222    87580.426123                   1.0
Sample_413       106037.407083               24.121549      106037.407083    0.206256   0.769616              0.742493    -0.739433                0.282105      -0.282105                        3.0                    0.0                65.809524                        3.0         129.420680 -0.783336            66.081873   119143.154026                   1.0
Sample_414        81445.559068               20.704183       81445.559068    0.190760   0.744626              0.719167    -0.715590                0.315740      -0.315740                        2.0                    0.0                63.687500                        2.0         127.814209 -0.706425            64.005826    91511.864121                   1.0
Sample_415        97225.716426               23.035618       97225.716426    0.201114   0.766193              0.744783    -0.744783                0.275466      -0.275466                        0.0                    0.0                66.285714                        0.0         129.734166 -0.750573            66.285714   109242.378006                   1.0
Sample_416        84800.247708               21.030352       84800.247708    0.185777   0.737780              0.753249    -0.751404                0.264029      -0.264029                        1.0                    0.0                66.875000                        1.0         132.620981 -0.723484            67.039177    95281.177200                   1.0
Sample_417        84092.441318               20.646667       84092.441318    0.182501   0.715883              0.706231    -0.706231                0.316439      -0.316439                        0.0                    0.0                62.854545                        0.0         126.898087 -0.738341            62.854545    94485.889121                   1.0
Sample_418        94618.582978               23.009259       94618.582978    0.210704   0.769999              0.763886    -0.730337                0.222184      -0.218260                        4.0                    0.0                65.000000                        4.0         132.404900 -0.720940            67.985879   106313.014582                   1.0
Sample_419        92297.582516               22.247195       92297.582516    0.191111   0.762769              0.730337    -0.730337                0.298578      -0.298578                        0.0                    0.0                65.000000                        0.0         129.051315 -0.745954            65.000000   103705.148894                   1.0
Sample_420        84406.563094               21.319370       84406.563094    0.197323   0.755452              0.716494    -0.711376                0.279424      -0.279424                        1.0                    0.0                63.312500                        1.0         128.362754 -0.704396            63.767929    94838.834937                   1.0
Sample_421        74536.811972               18.008709       74536.811972    0.156587   0.625382              0.664520    -0.663262                0.183333      -0.183333                        1.0                    0.0                59.030303                        1.0         124.608752 -0.747238            59.142303    83749.226935                   1.0
Sample_422        63119.119166               16.230413       63119.119166    0.149188   0.602104              0.693025    -0.666934                0.055609       0.000000                        3.0                    0.0                59.357143                        3.0         129.216270 -0.691086            61.679185    70920.358613                   1.0
Sample_423        71177.062454               17.500211       71177.062454    0.156927   0.613773              0.696629    -0.696629                0.069920      -0.069920                        0.0                    0.0                62.000000                        0.0         130.492066 -0.728282            62.000000    79974.227476                   1.0
Sample_424        78490.860939               18.582995       78490.860939    0.169178   0.617196              0.674580    -0.672285                0.102151      -0.041451                        1.0                    0.0                59.833333                        1.0         128.333347 -0.757553            60.037634    88191.978583                   1.0
Sample_425        78225.062104               19.019671       78225.062104    0.172154   0.651835              0.669224    -0.669224                0.318738      -0.318738                        0.0                    0.0                59.560976                        0.0         125.100169 -0.746019            59.560976    87893.328206                   1.0
Sample_426        72095.809168               17.827449       72095.809168    0.161492   0.625382              0.678745    -0.670662                0.110456      -0.093137                        2.0                    0.0                59.688889                        2.0         128.170479 -0.727502            60.408282    81006.527155                   1.0
Sample_427        68017.641809               17.227358       68017.641809    0.158488   0.625382              0.668274    -0.665730                0.113185      -0.027222                        1.0                    0.0                59.250000                        1.0         125.856162 -0.711628            59.476369    76424.316639                   1.0
Sample_428        71508.785575               17.651581       71508.785575    0.163125   0.617196              0.681548    -0.674581                0.165754      -0.135788                        1.0                    0.0                60.037736                        1.0         127.877168 -0.726893            60.657796    80346.950084                   1.0
Sample_429        73628.349982               17.840897       73628.349982    0.158725   0.620619              0.675762    -0.675762                0.193086      -0.193086                        0.0                    0.0                60.142857                        0.0         126.979479 -0.741239            60.142857    82728.483126                   1.0
