strain_mean
0.210002406
0.092720014
-0.022415091
-0.134361394
-0.242157876
-0.344924016
-0.441906391
-0.532473739
-0.61613531
-0.692552878
-0.761545677
-0.823092524
-0.877328992
-0.924536822
-0.965130499
-0.99963396
-1.028656861
-1.052864776
-1.07294957
-1.089599692
-1.103475501
-1.115183545
-1.125265414
-1.134180785
-1.142303192
-1.149920729
-1.157236756
-1.164378374
-1.171406307
-1.178326206
-1.185102057
-1.1916689
-1.197944118
-1.203838741
-1.209265919
-1.214147978
-1.218422074
-1.222043017
-1.22498468
-1.227238589
-1.228814632
-1.229734696
-1.230034087
-1.229750936
-1.228926903
-1.227599413
-1.225796709
-1.223534325
-1.220808733
-1.217593805
-1.213839407
-1.209467867
-1.20437468
-1.198429923
-1.191481074
-1.183357254
-1.173873463
-1.162833401
-1.150035825
-1.135274552
-1.118344809
-1.099043518
-1.077176498
-1.05255903
-1.025024613
-0.994425599
-0.960641667
-0.923582787
-0.883193176
-0.839458006
-0.792403403
-0.742099272
-0.688661416
-0.632247298
-0.573058159
-0.511334078
-0.44735185
-0.381421459
-0.313883957
-0.24510511
-0.175476104
-0.105407896
-0.03532599
0.034333944
0.103132279
0.170631369
0.23640465
0.300037352
0.361147116
0.419376648
0.474406081
0.525958618
0.573804772
0.617770841
0.657723368
0.693600923
0.725390795
0.753145943
0.776975107
0.797037163
0.813558774
0.826790608
0.837032764
0.844612171
0.84987553
0.853181547
0.854894575
0.855382498
0.854994137
0.854076191
0.85293935
0.851880182
0.851159948
0.850997542
0.851569493
0.853017023
0.855410743
0.858764775
0.863029692
0.868092516
0.873769657
0.879792793
0.885858296
0.891577803
0.89650929
0.900162008
0.902013434
0.901495148
0.898023194
0.891023505
0.879912832
0.864160884
0.843276207
0.816837958
0.784519914
0.746095413
0.701457126
0.650628354
0.593769385
0.531167607
0.463232564
0.390495323
0.313584338
0.233198492
0.150108942
0.065126941
-0.02091211
-0.107174998
-0.192824981
-0.277060622
-0.359122143
-0.438305552
-0.513980289
-0.585601237
-0.652719309
-0.714993451
-0.772197003
-0.824221929
-0.871078114
-0.912886304
-0.949870337
-0.982339488
-1.010672306
-1.035296002
-1.056665142
-1.075241609
-1.091477244
-1.105796491
-1.118586299
-1.13018419
-1.140876139
-1.150890221
-1.160399432
-1.1695224
-1.178326912
-1.186836975
-1.195036348
-1.202877017
-1.210284132
-1.217163782
-1.223408637
-1.228902189
-1.233525105
-1.237158052
-1.239683109
-1.240987298
-1.240963996
-1.23951223
-1.23654091
-1.231968128
-1.225721155
-1.217737145
-1.207963142
-1.196351835
-1.182859445
-1.167443606
-1.150058421
-1.130656579
-1.109185123
-1.085591447
-1.059823017
-1.031831788
-1.001579334
-0.969040842
-0.934207627
-0.89709367
-0.85773357
-0.816185936
-0.772531968
-0.726874761
-0.67933506
-0.630054085
-0.579186477
-0.526902408
-0.473386174
-0.418839722
-0.363481241
-0.307549397
-0.251299803
-0.195004311
-0.138947133
-0.083417349
-0.02870167
0.024923517
0.07720109
0.127902056
0.176829974
0.223825969
0.268772828
0.311592876
0.352251516
0.390752983
0.427140351
0.461491997
0.493918076
0.524555573
0.553566188
0.581129979
0.607443246
0.632705111
0.657121761
0.680891612
0.70419331
0.727182201
0.749972675
0.772626869
0.795149726
0.817481932
0.839487915
0.860955841
0.881605383
0.901072186
0.918923406
0.93465982
0.94774337
0.957595046
0.963603354
0.96515327
0.961646011
0.952509627
0.937230068
0.915359658
0.886548167
0.850559047
0.80728285
0.756754175
0.69916085
0.634838982
0.564271553
0.488080506
0.407010155
0.321899076
0.233672632
0.143307232
0.051812054
-0.039817286
-0.130603529
-0.219606132
-0.305952341
-0.38885343
-0.467614583
-0.541651847
-0.610499893
-0.673821906
-0.731412407
-0.783199373
-0.829239999
-0.869715049
-0.904914737
-0.935225304
-0.961108407
-0.983080991
-1.001692834
-1.017503531
-1.031059471
-1.042879081
-1.053435456
-1.063143791
-1.072355023
-1.081350891
-1.090346759
-1.09949091
-1.108869491
-1.118514276
-1.128409731
-1.138500778
-1.148701273
-1.158901769
-1.16897587
-1.178788709
-1.188201183
-1.197072069
-1.205262263
-1.212636192
-1.219061105
-1.224408492
-1.228551252
-1.231364402
-1.232726492
-1.232519602
-1.230631458
-1.226956851
-1.221401867
-1.213883892
-1.204335844
-1.192705472
-1.178952527
-1.163048059
-1.144970177
-1.124700524
-1.102222152
-1.077517197
-1.050570124
-1.021366317
-0.98989243
-0.956139567
-0.920104549
-0.881790908
-0.841208528
-0.798377182
-0.753321582
-0.706074917
-0.656676728
-0.605172207
-0.55161643
-0.496072242
-0.438615196
-0.379339911
-0.318361484
-0.255823256
-0.191898223
-0.126790453
-0.060735292
0.006005292
0.073145535
0.140383293
0.207404627
0.273894965
0.339536556
0.404030715
0.467080874
0.528420831
0.587805563
0.645021118
0.699888145
0.752253417
0.802020902
0.84911999
0.893538677
0.935300263
0.974474655
1.011174831
1.045541306
1.077753432
1.108010335
1.136527377
1.163529103
1.189245705
1.213903139
1.237706177
1.260831348
1.283448118
1.305669465
1.327587184
1.349243641
1.370631776
1.391709222
1.412370061
1.432473072
1.451806421
1.470108846
1.487069658
1.502321679
1.515448302
1.525976433
1.533397671
1.537182432
1.536758765
1.53156178
1.521005404
1.504552993
1.481682023
1.451940582
1.414935366
1.370359923
1.318011598
1.257804951
1.189783057
1.114121029
1.031138031
0.941302216
0.845225782
0.743646405
0.637421587
0.527516654
0.414977217
0.30090128
0.186403088
0.072615951
-0.039373424
-0.148508695
-0.253823899
-0.354426512
-0.449556049
-0.538551591
-0.620895558
-0.696206647
-0.764244077
-0.824911814
-0.878254345
-0.924452434
-0.963812534
-0.996754074
-1.023790894
-1.045512173
-1.062557718
-1.075593253
-1.08528676
-1.092285743
-1.097196752
-1.100570556
-1.102891546
-1.104569269
-1.105936301
-1.107251082
-1.108698612
-1.11039893
-1.112412055
-1.114749992
-1.117384497
-1.120255548
-1.123283357
-1.126376128
-1.129438536
-1.132378081
-1.135112146
-1.137571535
-0.849756085
-0.796868997
-0.739431016
-0.67757701
-0.611505397
-0.541477437
-0.467815119
-0.390894094
-0.311140147
-0.229019312
-0.145030105
-0.059697166
0.026432973
0.112810252
0.198884679
0.284123139
0.368015468
0.450086875
0.529903666
0.607085247
0.681318104
0.752336032
0.819955443
0.884055591
0.944582107
1.001539225
1.054989791
1.105034073
1.15182459
1.195535046
1.236354679
1.274480494
1.310103849
1.343425278
1.374614248
1.403840227
1.431237376
1.456932794
1.481018277
1.503564436
1.524634821
1.544257675
1.562454183
1.579224345
1.594554039
1.608436202
1.620856713
1.631808512
1.64131278
1.649390703
1.656098767
1.661507586
1.665723075
1.668879396
1.67111071
1.672579423
1.673455002
1.673921036
1.674139931
1.674281153
1.674492987
1.67488841
1.675566277
1.676583079
1.677952936
1.679647605
1.681582352
1.683608894
1.685522458
1.68704766
1.687845566
1.687506633
1.685571886
1.681518802
1.674782493
1.664776885
1.65088766
1.632493441
1.608986969
1.579796296
1.544391836
1.502318854
1.45321229
1.396802408
1.332951517
1.261649026
1.183029801
1.09736852
1.005103679
0.906809347
0.803197285
0.695100352
0.583455065
0.469280978
0.353653007
0.237674098
0.122450023
0.009075255
-0.101410102
-0.208033732
-0.309910876
-0.406260575
-0.496421202
-0.579871646
-0.656229194
-0.725259417
-0.786878994
-0.841150768
-0.888278101
-0.928594982
-0.962549087
-0.990684829
-1.013623233
-1.032037436
-1.046628536
-1.058103563
-1.067150977
-1.074423226
-1.080519091
-1.085970276
-1.09123293
-1.096683409
-1.102612632
-1.109231727
-1.116668499
-1.12497732
-1.134140536
-1.144076239
-1.154646737
-1.165664204
-1.176895623
-1.188074789
-1.198905842
-1.209068913
-1.218230012
-1.226047378
-1.232174313
-1.236270469
-1.238003268
-1.237057078
-1.233135331
-1.225965469
-1.215297528
-1.200909788
-1.182605245
-1.160217185
-1.133609116
-1.102682678
-1.067379899
-1.027687927
-0.98364348
-0.935338352
-0.882918004
-0.826584382
-0.766595218
-0.703259083
-0.636931151
-0.568009669
-0.496926072
-0.424139333
-0.350128196
-0.275382702
-0.200397129
-0.125668582
-0.051686395
0.021068569
0.092131618
0.16106122
0.22744903
0.290928506
0.351183874
0.407957404
0.461063387
0.510381785
0.555870232
0.597565444
0.635574045
0.67007115
0.70129119
0.729532142
0.755130824
0.778467828
0.799948463
0.819991455
0.839020469
0.857462704
0.875726293
0.89420101
0.913232143
0.933135324
0.954163341
0.976515319
1.000325419
1.025646598
1.052464734
1.080673912
1.110097602
1.140460422
1.171423436
1.20257004
1.233405955
1.263387474
1.29190734
1.318322993
1.341956565
1.362123126
1.378116564
1.389244891
1.394837298
1.394265347
1.386935904
1.372333506
1.350014716
1.319637774
1.280972489
1.233905176
1.178463374
1.114799603
1.043229495
0.964196488
0.878288774
0.786225881
0.688838903
0.587065628
0.481917772
0.374470533
0.265821773
0.157081219
0.049338402
-0.056363752
-0.15904304
-0.257795639
-0.351818699
-0.4404167
-0.523026164
-0.599212833
-0.668680139
-0.731272032
-0.786971565
-0.835896659
-0.878290922
-0.914514472
-0.945028399
-0.970379235
-0.991178543
-1.008081454
-1.021764917
-1.032903129
-1.042147549
-1.05010755
-1.057334607
-1.064309582
-1.07143849
-1.079042611
-1.087362729
-1.096557721
-1.1067102
-1.117831466
-1.129867852
-1.142710619
-1.156199478
-1.170134599
-1.184279437
-1.198371315
-1.212123554
-1.225234643
-1.237393893
-1.248286378
-1.257602115
-1.265039593
-1.270313545
-1.273160588
-1.273343471
-1.270653184
-1.264913199
-1.255980175
-1.243740429
-1.228110638
-1.209034314
-1.186481094
-1.160442576
-1.130935776
-1.09799946
-1.061696544
-1.022112607
-0.979356814
-0.933561915
-0.884881843
-0.833489593
-0.77957723
-0.723353056
-0.665036671
-0.604859682
-0.543060046
-0.479883493
-0.41558069
-0.350403721
-0.284610315
-0.218461736
-0.15222348
-0.086165989
-0.020560339
0.044322393
0.108215933
0.170862621
0.232016163
0.291446086
0.348945499
0.404324457
0.457431147
0.508133525
0.556346151
0.602010419
0.645118562
0.685692468
0.723814753
0.759607574
0.793231925
0.82490317
0.854882571
0.883468812
0.910996592
0.937831675
0.96436313
0.990997678
1.018127916
1.046164803
1.075483988
1.106439942
1.139358887
1.174502085
1.212088431
1.252252086
1.2950566
1.340466668
1.388376373
1.438559758
1.490706135
1.544405959
1.599150828
1.654326426
1.709240762
1.763117114
1.815108146
1.864317097
1.909783654
1.950547504
1.98561303
2.014012858
2.034786675
2.047030659
2.049904535
2.042659825
2.024661028
1.995392682
1.954501732
1.901797526
1.837265237
1.761084923
1.673638591
1.575501016
1.46745104
1.350441913
1.225597767
1.094180424
0.957554303
0.817178587
0.674546065
0.531159416
0.388495825
0.247986583
0.110968358
-0.021322446
-0.147782883
-0.267455464
-0.37952463
-0.483350644
-0.578470296
-0.664579252
-0.741560297
-0.809463565
-0.868505833
-0.919057808
-0.961627893
-0.996843821
-1.025429356
-1.048176263
-1.065919518
-1.079506526
-1.089771278
-1.097511678
-1.103467028
-1.108301777
-1.112592114
-1.116821019
-1.121370499
-1.126522999
-1.132462814
-1.139281032
-1.146982597
-1.155491953
-1.164663643
-1.174287951
-1.184102203
-1.193797827
-1.203028831
-1.211420973
-1.218578125
-1.224090036
-1.227541511
-1.228516652
-1.226606619
-1.221413871
-1.212560638
-1.199691745
-1.182480969
-1.16063951
-1.133925073
-1.102149465
-1.065187322
-1.022984415
-0.975564752
-0.923032132
-0.865575086
-0.803461937
-0.737040798
-0.666731806
-0.593019354
-0.516444324
-0.437593494
-0.357084713
-0.275560543
-0.193670607
-0.112063822
-0.03137357
0.047788655
0.124848079
0.19927441
